Species,Caught,Sold,Value,Price/Lb.
Wrasses                       ,"10,996","9,715","$16,781 ",$1.73 
Parrotfishes                  ,"33,494","32,594","$41,165 ",$1.26 
Gobies                        ,718,357,$779 ,$2.18 
Surgeonfishes/tangs           ,"55,182","53,257","$44,876 ",$0.84 
Flounders                     ,132,132,$108 ,$0.82 
Filefishes                    ,907,895,$540 ,$0.60 
Pufferfishes                  ,21,21,$12 ,$0.58 
Pelagic fishes (unknown)      ,27,27,$17 ,$0.64 
Moonfish (opah)               ,"8,006","8,006","$6,600 ",$0.82 
Rainbow runner                ,"4,116","3,841","$3,743 ",$0.97 
Mahimahi                      ,"237,674","221,374","$654,768 ",$2.96 
Barracudas                    ,"25,529","24,320","$21,776 ",$0.90 
Wahoo                         ,"262,785","247,768","$616,625 ",$2.49 
Japanese mackerel             ,1,1,$0 ,$0.75 
Tunas (unknown)               ,"18,924","18,302","$25,433 ",$1.39 
Skipjack tuna                 ,"2,755,408","2,698,976","$2,612,996 ",$0.97 
Yellowfin tuna                ,"2,016,423","1,935,232","$2,986,821 ",$1.54 
Albacore tuna                 ,"433,325","423,069","$316,517 ",$0.75 
Bigeye tuna                   ,"264,356","264,024","$621,214 ",$2.35 
Kawakawa                      ,"23,283","19,531","$24,173 ",$1.24 
Billfishes (unknown)          ,240,240,$420 ,$1.75 
Swordfish                     ,"52,169","51,752","$120,117 ",$2.32 
Blue marlin                   ,"353,880","314,240","$252,272 ",$0.80 
Black marlin                  ,"39,524","37,343","$36,034 ",$0.96 
Striped marlin                ,"69,520","62,339","$95,747 ",$1.54 
Shortnose spearfish           ,"15,960","12,523","$14,477 ",$1.16 
Sailfish                      ,"2,159","1,714","$2,068 ",$1.21 
Spiny lobsters                ,"33,431","27,049","$131,843 ",$4.87 
Slipper lobsters              ,709,654,"$3,000 ",$4.59 
Crabs                         ,"23,724","18,952","$58,139 ",$3.07 
Shrimp (freshwater)           ,"12,249","11,893","$43,610 ",$3.67 
Shrimp (saltwater)            ,"142,986","142,983","$140,597 ",$0.98 
Octopus                       ,"30,136","19,812","$43,339 ",$2.19 
Squid                         ,"2,211","2,068","$3,687 ",$1.78 
Limpets (saltwater)           ,"8,994","7,806","$18,084 ",$2.32 
Invertebrates                 ,"18,333","16,382","$14,401 ",$0.88 
Algae                         ,"7,131","6,970","$13,302 ",$1.91 
TOTAL,"9,224,828","8,847,011","$12,524,965 ",$1.42 
