Species,Caught,Sold,Value,Price/Lb.
Miscellaneous                 ,"4,338","1,178","$1,797 ",$1.53 
Sharks                        ,"147,218","102,755","$97,302 ",$0.95 
Eels                          ,673,410,$596 ,$1.45 
Bigeye scad (akule)           ,"399,523","276,817","$937,636 ",$3.39 
Mackerel scad                 ,"231,838","133,042","$395,732 ",$2.97 
Leatherjacket                 ,154,130,$319 ,$2.45 
Ten pounder                   ,423,233,$388 ,$1.66 
Bonefish                      ,"10,751","8,547","$13,004 ",$1.52 
Milkfish                      ,"2,932","2,852","$3,889 ",$1.36 
Needlefishes                  ,437,412,"$1,033 ",$2.51 
Threadfin                     ,482,132,"$1,022 ",$7.71 
Mullets                       ,"10,795","10,759","$46,627 ",$4.33 
Pomfret                       ,"1,361,027","1,361,027","$2,968,130 ",$2.18 
Oilfish                       ,"517,878","482,926","$275,418 ",$0.57 
Jacks                         ,"3,759",283,$893 ,$3.15 
Kahala (amberjack)            ,"16,481","2,919","$5,491 ",$1.88 
Sasa ulua                     ,468,153,$417 ,$2.71 
Butaguchi (pig-lipped ulua)   ,208,70,$318 ,$4.53 
Dobe ulua                     ,"2,433","2,391","$6,428 ",$2.69 
Papa ulua                     ,"8,480","7,374","$35,019 ",$4.75 
White ulua                    ,"10,734","8,055","$22,650 ",$2.81 
Gunkin (black) ulua           ,338,199,$585 ,$2.93 
Blue trevally                 ,"6,225","2,136","$6,902 ",$3.23 
Hapuupuu (hawaiian grouper)   ,"9,092","7,883","$46,100 ",$5.85 
Blue spot grouper             ,"1,182",940,"$3,165 ",$3.37 
Kalekale                      ,"13,870","11,823","$47,744 ",$4.04 
Snappers                      ,"4,384","3,783","$16,448 ",$4.35 
Yellow-tail kali              ,21,10,$34 ,$3.20 
Taape (blue lined snapper)    ,"26,292","22,709","$39,345 ",$1.73 
Ehu (red snapper)             ,"31,340","26,007","$159,177 ",$6.12 
Gindai (flower snapper)       ,"2,314","1,767","$8,912 ",$5.04 
Golden kalekale               ,220,88,$269 ,$3.04 
Lehi (silverjaw)              ,"11,468","10,895","$55,945 ",$5.13 
Onaga (red snapper)           ,"52,503","45,674","$401,529 ",$8.79 
Opakapaka (pink snapper)      ,"130,214","123,011","$891,503 ",$7.25 
Uku (gray snapper)            ,"101,381","92,033","$425,191 ",$4.62 
Snake mackerel                ,77,0,$0 ,$0.00 
Porgy                         ,"2,490","2,347","$8,116 ",$3.46 
Reef fishes (unknown)         ,493,1,$5 ,$3.88 
Reef jacks                    ,31,0,$0 ,$0.00 
Squirrelfishes                ,"46,844","45,008","$210,167 ",$4.67 
Trumpetfish                   ,183,78,$134 ,$1.71 
Scorpionfishes                ,"2,676","2,224","$13,482 ",$6.06 
Mountain bass                 ,"4,886","3,991","$14,770 ",$3.70 
Bigeyes                       ,"8,369","7,918","$32,546 ",$4.11 
Goatfishes                    ,"67,290","59,555","$238,388 ",$4.00 
Rudderfish                    ,"22,399","20,767","$34,477 ",$1.66 
Damselfishes                  ,960,888,"$2,850 ",$3.21 
Hawkfish                      ,264,262,$817 ,$3.12 
Tilapia                       ,"5,709","1,895","$5,336 ",$2.82 
Wrasses                       ,"6,348","4,120","$17,628 ",$4.28 
Parrotfishes                  ,"38,492","38,260","$164,832 ",$4.31 
Surgeonfishes/tangs           ,"82,046","79,146","$149,445 ",$1.89 
Flounders                     ,42,42,$89 ,$2.10 
Filefishes                    ,775,714,"$1,726 ",$2.42 
Pelagic fishes (unknown)      ,"3,316",0,$0 ,$0.00 
Moonfish (opah)               ,"2,602,781","2,067,334","$3,149,977 ",$1.52 
Rainbow runner                ,"4,232","3,164","$7,769 ",$2.46 
Mahimahi                      ,"1,489,477","1,384,923","$4,596,474 ",$3.32 
Barracudas                    ,"26,369","24,455","$20,597 ",$0.84 
Wahoo                         ,"1,214,955","1,103,273","$2,795,109 ",$2.53 
Tunas (unknown)               ,"3,039","2,417","$9,489 ",$3.93 
Skipjack tuna                 ,"730,696","477,536","$656,645 ",$1.38 
Yellowfin tuna                ,"3,967,304","3,712,340","$11,121,978 ",$3.00 
Albacore tuna                 ,"698,758","662,368","$1,058,188 ",$1.60 
Bigeye tuna                   ,"19,731,312","18,740,292","$70,845,432 ",$3.78 
Kawakawa                      ,"34,796","17,945","$50,247 ",$2.80 
Billfishes (unknown)          ,"3,240",0,$0 ,$0.00 
Swordfish                     ,"3,025,347","2,046,210","$4,633,203 ",$2.26 
Blue marlin                   ,"1,736,607","1,493,685","$1,717,800 ",$1.15 
Black marlin                  ,"14,155","12,180","$15,951 ",$1.31 
Striped marlin                ,"1,210,370","1,169,167","$1,369,049 ",$1.17 
Shortnose spearfish           ,"614,146","602,485","$548,690 ",$0.91 
Sailfish                      ,"43,177","36,695","$33,371 ",$0.91 
Spiny lobsters                ,"5,890","4,314","$47,554 ",$11.02 
Slipper lobsters              ,109,79,$642 ,$8.11 
Crabs                         ,"15,201","6,228","$38,544 ",$6.19 
Shrimp (saltwater)            ,"28,264","14,947","$101,062 ",$6.76 
Octopus                       ,"33,564","24,305","$113,461 ",$4.67 
Squid                         ,"1,765","1,294","$5,081 ",$3.93 
Limpets (saltwater)           ,"15,503","12,861","$88,803 ",$6.90 
Invertebrates                 ,"3,506",24,"$1,080 ",$45.00 
Algae                         ,"4,859","3,757","$46,646 ",$12.42 
TOTAL,"40,675,026","36,642,954","$110,884,644 ",$3.03 
