Species,Caught,Sold,Value,Price/Lb.
Miscellaneous                 ,"15,710","15,449","$31,371 ",$2.03 
Sharks                        ,"111,191","100,838","$82,911 ",$0.82 
Eels                          ,754,735,$459 ,$0.62 
Bigeye scad (akule)           ,"724,096","654,107","$1,151,352 ",$1.76 
Mackerel scad                 ,"390,838","379,286","$604,268 ",$1.59 
Leatherjacket                 ,483,341,$421 ,$1.24 
Ten pounder                   ,573,537,$532 ,$0.99 
Bonefish                      ,"7,191","6,607","$7,060 ",$1.07 
Herrings/sardines             ,1,0,$0 ,$0.00 
Milkfish                      ,"1,863","1,784","$2,751 ",$1.54 
Flying fishes                 ,16,16,$25 ,$1.59 
Needlefishes                  ,333,261,$275 ,$1.06 
Threadfin                     ,"4,374","4,127","$19,992 ",$4.84 
Mullets                       ,"5,286","4,993","$14,104 ",$2.82 
Pomfret                       ,"19,290","19,248","$32,551 ",$1.69 
Oilfish                       ,"14,154","14,038","$6,416 ",$0.46 
Jacks                         ,"123,309","113,395","$188,662 ",$1.66 
Kahala (amberjack)            ,"35,886","12,355","$11,716 ",$0.95 
Sasa ulua                     ,"1,923","1,903","$2,352 ",$1.24 
Butaguchi (pig-lipped ulua)   ,"59,410","59,189","$100,585 ",$1.70 
Dobe ulua                     ,362,332,$325 ,$0.98 
Papa ulua                     ,"12,810","12,364","$31,910 ",$2.58 
White ulua                    ,"38,413","37,938","$62,590 ",$1.65 
Gunkin (black) ulua           ,547,547,$895 ,$1.64 
Blue trevally                 ,"14,560","13,972","$32,820 ",$2.35 
Hapuupuu (hawaiian grouper)   ,"67,311","66,909","$179,349 ",$2.68 
Blue spot grouper             ,604,577,"$1,320 ",$2.29 
Kalekale                      ,"14,666","13,319","$28,531 ",$2.14 
Snappers                      ,"1,437","1,370","$4,010 ",$2.93 
Taape (blue lined snapper)    ,"43,734","38,704","$37,433 ",$0.97 
Ehu (red snapper)             ,"48,137","45,670","$153,728 ",$3.37 
Gindai (flower snapper)       ,"2,976","2,755","$7,751 ",$2.81 
Lehi (silverjaw)              ,"43,968","41,616","$125,560 ",$3.02 
Onaga (red snapper)           ,"165,276","159,555","$744,049 ",$4.66 
Opakapaka (pink snapper)      ,"371,599","362,051","$1,379,412 ",$3.81 
Uku (gray snapper)            ,"213,385","208,004","$666,071 ",$3.20 
Snake mackerel                ,110,10,$2 ,$0.22 
Porgy                         ,"1,178","1,091","$2,558 ",$2.35 
Reef fishes (unknown)         ,575,331,$269 ,$0.81 
Reef jacks                    ,8,8,$24 ,$3.09 
Squirrelfishes                ,"25,189","23,798","$63,783 ",$2.68 
Trumpetfish                   ,109,84,$60 ,$0.72 
Scorpionfishes                ,"3,781","3,613","$11,271 ",$3.12 
Mountain bass                 ,"6,788","6,267","$14,840 ",$2.37 
Bigeyes                       ,"5,062","4,761","$8,115 ",$1.70 
Goatfishes                    ,"63,417","57,801","$163,584 ",$2.83 
Rudderfish                    ,"6,832","6,493","$6,379 ",$0.98 
Damselfishes                  ,"1,136","1,100","$1,778 ",$1.62 
Hawkfish                      ,673,621,$953 ,$1.54 
Tilapia                       ,"1,279","1,274","$4,977 ",$3.91 
Wrasses                       ,"13,462","11,342","$21,673 ",$1.91 
Parrotfishes                  ,"34,380","33,276","$58,873 ",$1.77 
Surgeonfishes/tangs           ,"52,521","49,290","$57,017 ",$1.16 
Flounders                     ,18,18,$19 ,$1.06 
Filefishes                    ,519,370,$483 ,$1.31 
Pufferfishes                  ,18,15,$39 ,$2.60 
Pelagic fishes (unknown)      ,115,115,$36 ,$0.32 
Moonfish (opah)               ,"114,232","114,119","$143,788 ",$1.26 
Rainbow runner                ,"11,628","10,520","$14,271 ",$1.36 
Mahimahi                      ,"501,590","475,018","$1,226,187 ",$2.58 
Barracudas                    ,"88,850","87,050","$28,067 ",$0.32 
Wahoo                         ,"442,167","422,711","$1,179,794 ",$2.79 
Japanese mackerel             ,48,48,$119 ,$2.48 
Tunas (unknown)               ,909,400,$851 ,$2.13 
Skipjack tuna                 ,"3,285,917","3,217,154","$4,566,147 ",$1.42 
Yellowfin tuna                ,"3,109,113","3,042,183","$6,765,916 ",$2.22 
Albacore tuna                 ,"306,197","304,789","$403,559 ",$1.32 
Bigeye tuna                   ,"1,542,792","1,532,501","$5,172,943 ",$3.38 
Kawakawa                      ,"26,872","19,870","$22,860 ",$1.15 
Billfishes (unknown)          ,315,315,$381 ,$1.21 
Swordfish                     ,"542,069","540,760","$1,774,013 ",$3.28 
Blue marlin                   ,"1,126,869","1,051,799","$932,714 ",$0.89 
Black marlin                  ,"33,395","30,024","$30,120 ",$1.00 
Striped marlin                ,"692,506","684,659","$778,772 ",$1.14 
Shortnose spearfish           ,"162,430","156,764","$175,079 ",$1.12 
Sailfish                      ,"8,332","7,789","$8,567 ",$1.10 
Spiny lobsters                ,"429,719","414,415","$4,921,833 ",$11.88 
Slipper lobsters              ,"83,623","72,885","$621,763 ",$8.53 
Crabs                         ,"15,995","14,464","$78,446 ",$5.42 
Shrimp (freshwater)           ,123,120,$600 ,$5.00 
Shrimp (saltwater)            ,"274,429","273,627","$1,129,222 ",$4.13 
Octopus                       ,"12,998","10,427","$24,920 ",$2.39 
Squid                         ,"5,703","4,787","$9,593 ",$2.00 
Limpets (saltwater)           ,"10,309","8,639","$24,827 ",$2.87 
Invertebrates                 ,"2,328",909,"$10,114 ",$11.13 
Algae                         ,"11,115","9,650","$36,867 ",$3.82 
TOTAL,"15,616,210","15,104,967","$36,212,665 ",$2.40 
