Species,Caught,Sold,Value,Price/Lb.
Miscellaneous                 ,"2,595","2,595","$3,649 ",$1.41 
Sharks                        ,"405,864","296,218","$139,229 ",$0.47 
Rays                          ,44,44,$154 ,$3.50 
Eels                          ,"1,985","1,588","$1,634 ",$1.03 
Bigeye scad (akule)           ,"313,938","202,802","$651,186 ",$3.21 
Mackerel scad                 ,"315,443","207,405","$562,560 ",$2.71 
Leatherjacket                 ,292,214,$373 ,$1.75 
Ten pounder                   ,"1,937","1,645","$1,662 ",$1.01 
Bonefish                      ,"8,645","7,375","$8,306 ",$1.13 
Herrings/sardines             ,"2,202","1,912","$3,343 ",$1.75 
Milkfish                      ,"1,261",899,"$1,145 ",$1.27 
Flying fishes                 ,8,6,$12 ,$1.83 
Needlefishes                  ,"1,087",252,$486 ,$1.93 
Threadfin                     ,562,461,"$3,248 ",$7.04 
Mullets                       ,"8,627","7,498","$30,708 ",$4.10 
Pomfret                       ,"634,441","626,836","$1,378,448 ",$2.20 
Oilfish                       ,"545,351","544,777","$704,600 ",$1.29 
Jacks                         ,"1,264",946,"$2,510 ",$2.65 
Kahala (amberjack)            ,"13,641",517,$720 ,$1.39 
Sasa ulua                     ,814,377,"$1,005 ",$2.67 
Butaguchi (pig-lipped ulua)   ,"6,324","4,841","$9,801 ",$2.02 
Dobe ulua                     ,"5,198","4,081","$5,681 ",$1.39 
Papa ulua                     ,"6,255","4,050","$12,723 ",$3.14 
White ulua                    ,"14,544","8,645","$18,698 ",$2.16 
Gunkin (black) ulua           ,677,292,$544 ,$1.86 
Blue trevally                 ,"7,882","4,354","$9,680 ",$2.22 
Hapuupuu (hawaiian grouper)   ,"24,804","19,785","$92,257 ",$4.66 
Blue spot grouper             ,"3,244","2,157","$6,370 ",$2.95 
Kalekale                      ,"13,075","8,892","$29,697 ",$3.34 
Snappers                      ,"4,027","3,625","$13,656 ",$3.77 
Yellow-tail kali              ,66,38,$100 ,$2.62 
Taape (blue lined snapper)    ,"40,172","35,713","$57,193 ",$1.60 
Ehu (red snapper)             ,"32,759","22,118","$121,366 ",$5.49 
Gindai (flower snapper)       ,"5,358","3,636","$14,762 ",$4.06 
Golden kalekale               ,219,14,$32 ,$2.30 
Lehi (silverjaw)              ,"14,288","12,200","$47,596 ",$3.90 
Onaga (red snapper)           ,"82,767","65,712","$460,514 ",$7.01 
Opakapaka (pink snapper)      ,"163,691","132,269","$746,611 ",$5.64 
