Species,Caught,Sold,Value,Price/Lb.
Miscellaneous                 ,"13,727","13,473","$3,831 ",$0.28 
Rays                          ,667,667,$44 ,$0.07 
Eels                          ,"4,635","4,450",$586 ,$0.13 
Bigeye scad (akule)           ,"177,243","173,776","$127,643 ",$0.73 
Mackerel scad                 ,"215,625","210,066","$82,136 ",$0.39 
Leatherjacket                 ,945,904,$284 ,$0.31 
Ten pounder                   ,"7,770","7,742","$2,190 ",$0.28 
Bonefish                      ,"38,891","37,979","$13,665 ",$0.36 
Herrings/sardines             ,"1,057","1,046",$211 ,$0.20 
Milkfish                      ,"32,980","32,515","$13,775 ",$0.42 
Flying fishes                 ,417,417,$173 ,$0.42 
Needlefishes                  ,847,692,$192 ,$0.28 
Threadfin                     ,"14,991","14,508","$9,983 ",$0.69 
Mullets                       ,"96,074","95,351","$72,998 ",$0.77 
Oilfish                       ,85,85,$35 ,$0.42 
Freshwater fishes             ,40,40,$14 ,$0.35 
Jacks                         ,"97,117","96,430","$40,298 ",$0.42 
Kahala (amberjack)            ,"70,128","70,084","$19,102 ",$0.27 
Blue trevally                 ,"16,090","16,083","$7,898 ",$0.49 
Hapuupuu (hawaiian grouper)   ,"32,249","32,233","$14,512 ",$0.45 
Kalekale                      ,"20,638","20,539","$9,928 ",$0.48 
Ehu (red snapper)             ,"32,385","32,324","$25,128 ",$0.78 
Gindai (flower snapper)       ,"2,270","2,270","$1,015 ",$0.45 
Lehi (silverjaw)              ,"3,087","3,087","$1,116 ",$0.36 
Onaga (red snapper)           ,"61,988","61,988","$42,876 ",$0.69 
Opakapaka (pink snapper)      ,"127,026","126,757","$57,488 ",$0.45 
Uku (gray snapper)            ,"101,017","100,718","$40,127 ",$0.40 
Porgy                         ,294,294,$173 ,$0.59 
Reef fishes (unknown)         ,"1,808","1,790",$304 ,$0.17 
Reef jacks                    ,887,876,$772 ,$0.88 
Squirrelfishes                ,"54,483","54,031","$39,398 ",$0.73 
Trumpetfish                   ,149,149,$24 ,$0.17 
Scorpionfishes                ,"3,272","3,272","$1,825 ",$0.56 
Mountain bass                 ,"20,103","19,787","$8,628 ",$0.44 
Bigeyes                       ,"6,871","6,658","$2,582 ",$0.39 
Goatfishes                    ,"144,426","143,321","$90,613 ",$0.63 
Rudderfish                    ,"2,610","2,580","$1,231 ",$0.48 
Damselfishes                  ,"2,691","2,606","$1,222 ",$0.47 
Tilapia                       ,929,929,$270 ,$0.29 
Wrasses                       ,"6,161","6,104","$1,929 ",$0.32 
Parrotfishes                  ,"12,602","12,528","$4,842 ",$0.39 
Surgeonfishes/tangs           ,"69,358","68,374","$20,035 ",$0.29 
Flounders                     ,70,70,$36 ,$0.52 
Filefishes                    ,631,631,$302 ,$0.48 
Pufferfishes                  ,4,4,$1 ,$0.30 
Moonfish (opah)               ,155,155,$5 ,$0.03 
Rainbow runner                ,"1,112","1,112",$243 ,$0.22 
Mahimahi                      ,"224,073","207,697","$71,700 ",$0.35 
Barracudas                    ,"17,216","17,027","$8,463 ",$0.50 
Wahoo                         ,"31,288","30,684","$7,222 ",$0.24 
Japanese mackerel             ,"11,471","11,181","$3,750 ",$0.34 
Tunas (unknown)               ,433,433,$274 ,$0.63 
Skipjack tuna                 ,"6,554,342","6,553,305","$853,063 ",$0.13 
Yellowfin tuna                ,"382,931","381,924","$110,941 ",$0.29 
Albacore tuna                 ,"9,640","9,593","$2,642 ",$0.28 
Bigeye tuna                   ,"1,632,492","1,627,592","$619,658 ",$0.38 
Kawakawa                      ,"89,226","88,792","$13,539 ",$0.15 
Billfishes (unknown)          ,"3,197","3,085",$818 ,$0.27 
Swordfish                     ,"40,227","40,227","$7,286 ",$0.18 
Blue marlin                   ,"326,269","324,609","$80,693 ",$0.25 
Black marlin                  ,"18,184","18,184","$4,102 ",$0.23 
Striped marlin                ,"244,395","244,078","$76,247 ",$0.31 
Shortnose spearfish           ,"1,862","1,862",$278 ,$0.15 
Sailfish                      ,"7,846","7,876","$1,504 ",$0.19 
Spiny lobsters                ,"14,392","14,199","$8,965 ",$0.63 
Slipper lobsters              ,51,51,$24 ,$0.48 
Crabs                         ,"18,091","17,454","$8,997 ",$0.52 
Shrimp (freshwater)           ,"2,007","2,007","$3,139 ",$1.56 
Octopus                       ,"9,198","9,413","$4,666 ",$0.50 
Squid                         ,"9,928","9,583","$4,620 ",$0.48 
Limpets (saltwater)           ,"17,210","17,165","$6,187 ",$0.36 
Clams                         ,"9,340","9,232","$2,724 ",$0.30 
Invertebrates                 ,"1,455","1,455",$921 ,$0.63 
Sea turtles                   ,696,604,$195 ,$0.32 
Algae                         ,200,200,$200 ,$1.00 
TOTAL,"11,176,265","11,131,007","$2,664,534 ",$0.24 
