Species,Caught,Sold,Value,Price/Lb.
Squirrelfishes                ,"54,355","48,072","$213,581 ",$4.44 
Trumpetfish                   ,261,246,$412 ,$1.67 
Scorpionfishes                ,"3,811","2,737","$16,278 ",$5.95 
Mountain bass                 ,"1,824","1,202","$4,968 ",$4.13 
Bigeyes                       ,"3,818","3,441","$12,836 ",$3.73 
Goatfishes                    ,"55,152","47,485","$225,447 ",$4.75 
Rudderfish                    ,"32,597","29,607","$44,313 ",$1.50 
Damselfishes                  ,"3,110","2,591","$7,795 ",$3.01 
Hawkfish                      ,992,927,"$3,203 ",$3.46 
Tilapia                       ,"2,158",356,"$1,029 ",$2.89 
Wrasses                       ,"8,096","6,465","$25,818 ",$3.99 
Parrotfishes                  ,"86,070","79,698","$288,598 ",$3.62 
Surgeonfishes/tangs           ,"136,197","129,028","$234,886 ",$1.82 
Flounders                     ,40,33,$67 ,$2.03 
Filefishes                    ,"2,743","1,829","$2,081 ",$1.14 
Pufferfishes                  ,"1,068",0,$0 ,$0.00 
Pelagic fishes (unknown)      ,669,24,$2 ,$0.10 
Moonfish (opah)               ,"1,634,764","1,549,414","$3,161,688 ",$2.04 
Rainbow runner                ,"4,099","2,726","$5,205 ",$1.91 
Mahimahi                      ,"2,016,726","1,746,347","$5,306,383 ",$3.04 
Barracudas                    ,"27,783","24,910","$39,860 ",$1.60 
Wahoo                         ,"807,935","653,893","$2,337,984 ",$3.58 
Japanese mackerel             ,33,3,$9 ,$3.00 
Tunas (unknown)               ,"49,354","49,354","$197,600 ",$4.00 
Skipjack tuna                 ,"863,786","535,425","$928,481 ",$1.73 
Yellowfin tuna                ,"4,140,823","3,677,963","$13,439,314 ",$3.65 
Albacore tuna                 ,"2,076,538","1,932,337","$4,098,835 ",$2.12 
Bigeye tuna                   ,"14,417,241","13,966,891","$64,648,558 ",$4.63 
Kawakawa                      ,"6,909","3,746","$11,449 ",$3.06 
Billfishes (unknown)          ,"1,851",722,"$1,777 ",$2.46 
Swordfish                     ,"2,813,381","2,380,853","$6,689,693 ",$2.81 
Blue marlin                   ,"953,443","800,195","$1,454,379 ",$1.82 
Black marlin                  ,"8,315","2,190","$3,861 ",$1.76 
Striped marlin                ,"688,905","657,055","$1,427,788 ",$2.17 
Shortnose spearfish           ,"390,178","365,250","$671,371 ",$1.84 
Sailfish                      ,"24,135","19,210","$35,554 ",$1.85 
Spiny lobsters                ,"9,975","8,264","$98,006 ",$11.86 
Slipper lobsters              ,89,19,$95 ,$5.00 
Crabs                         ,"39,878","33,722","$147,957 ",$4.39 
Shrimp (saltwater)            ,"11,894","2,646","$20,946 ",$7.92 
Octopus                       ,"35,504","24,172","$107,726 ",$4.46 
Squid                         ,"4,229","3,763","$11,285 ",$3.00 
Limpets (saltwater)           ,"18,093","7,367","$53,334 ",$7.24 
Invertebrates                 ,"1,357",703,"$51,495 ",$73.18 
Algae                         ,"22,656","6,251","$44,291 ",$7.08 
TOTAL,"34,133,448","31,079,077","$112,386,606 ",$3.62 
