Species,Caught,Sold,Value,Price/Lb.
Miscellaneous                 ,"11,388","10,913","$27,093 ",$2.48 
Sharks                        ,"134,995","78,364","$75,868 ",$0.97 
Rays                          ,70,70,$105 ,$1.51 
Eels                          ,"1,002",900,$743 ,$0.83 
Bigeye scad (akule)           ,"584,803","555,080","$998,777 ",$1.80 
Mackerel scad                 ,"404,630","376,811","$571,679 ",$1.52 
Leatherjacket                 ,617,534,$722 ,$1.35 
Ten pounder                   ,"1,670","1,658","$2,522 ",$1.52 
Bonefish                      ,"6,192","5,732","$8,016 ",$1.40 
Herrings/sardines             ,40,0,$0 ,$0.00 
Milkfish                      ,"1,496","1,456","$1,980 ",$1.36 
Flying fishes                 ,31,14,$36 ,$2.60 
Needlefishes                  ,254,228,$190 ,$0.84 
Threadfin                     ,849,784,"$3,623 ",$4.62 
Mullets                       ,"8,428","7,217","$19,357 ",$2.68 
Pomfret                       ,"116,517","116,190","$212,951 ",$1.83 
Oilfish                       ,354,74,$137 ,$1.86 
Jacks                         ,"37,555","31,219","$62,368 ",$2.00 
Kahala (amberjack)            ,"5,761",322,$436 ,$1.35 
Sasa ulua                     ,245,195,$332 ,$1.70 
Butaguchi (pig-lipped ulua)   ,"51,321","48,209","$92,585 ",$1.92 
Dobe ulua                     ,"1,299","1,234","$2,143 ",$1.74 
Papa ulua                     ,"4,994","4,495","$9,616 ",$2.14 
White ulua                    ,"19,101","17,660","$19,605 ",$1.11 
Gunkin (black) ulua           ,999,912,"$2,238 ",$2.45 
Blue trevally                 ,"3,684","2,772","$4,741 ",$1.71 
Hapuupuu (hawaiian grouper)   ,"55,613","53,669","$195,561 ",$3.64 
Blue spot grouper             ,429,284,$700 ,$2.47 
Kalekale                      ,"31,366","27,956","$81,354 ",$2.91 
Snappers                      ,"2,304","2,106","$6,091 ",$2.89 
Yellow-tail kali              ,49,0,$0 ,$0.00 
Taape (blue lined snapper)    ,"44,235","39,586","$35,714 ",$0.90 
Ehu (red snapper)             ,"47,381","44,670","$182,799 ",$4.09 
Gindai (flower snapper)       ,"9,060","8,634","$24,536 ",$2.84 
Lehi (silverjaw)              ,"9,071","8,473","$25,184 ",$2.97 
Onaga (red snapper)           ,"98,873","94,484","$574,319 ",$6.08 
Opakapaka (pink snapper)      ,"227,346","216,350","$964,636 ",$4.46 
Uku (gray snapper)            ,"116,792","112,887","$303,214 ",$2.69 
Porgy                         ,"2,635","2,579","$5,911 ",$2.29 
Reef fishes (unknown)         ,254,54,$25 ,$0.47 
Reef jacks                    ,275,274,$837 ,$3.06 
Squirrelfishes                ,"50,744","47,768","$138,935 ",$2.91 
Trumpetfish                   ,92,67,$73 ,$1.10 
Scorpionfishes                ,"4,541","4,216","$20,088 ",$4.76 
Mountain bass                 ,"4,491","4,271","$9,769 ",$2.29 
Bigeyes                       ,"5,118","4,670","$11,671 ",$2.50 
Goatfishes                    ,"69,081","64,062","$164,470 ",$2.57 
Rudderfish                    ,"11,952","11,113","$11,006 ",$0.99 
Damselfishes                  ,"1,807","1,769","$3,218 ",$1.82 
Hawkfish                      ,631,594,"$1,029 ",$1.73 
Tilapia                       ,"6,022","5,958","$4,646 ",$0.78 
Wrasses                       ,"7,290","5,932","$18,447 ",$3.11 
Parrotfishes                  ,"36,491","33,752","$72,135 ",$2.14 
Surgeonfishes/tangs           ,"90,197","85,472","$117,814 ",$1.38 
Flounders                     ,62,62,$75 ,$1.21 
Filefishes                    ,"2,147","2,059","$3,629 ",$1.76 
Pufferfishes                  ,4,0,$0 ,$0.00 
Pelagic fishes (unknown)      ,20,20,$9 ,$0.47 
Moonfish (opah)               ,"626,558","625,829","$654,985 ",$1.05 
Rainbow runner                ,"6,799","5,779","$7,895 ",$1.37 
Mahimahi                      ,"813,527","756,323","$1,746,825 ",$2.31 
Barracudas                    ,"26,702","24,462","$23,294 ",$0.95 
Wahoo                         ,"526,854","482,895","$1,194,595 ",$2.47 
Japanese mackerel             ,79,79,$162 ,$2.06 
Tunas (unknown)               ,"32,463","32,067","$356,064 ",$11.10 
Skipjack tuna                 ,"2,385,753","2,290,818","$3,045,726 ",$1.33 
Yellowfin tuna                ,"3,809,304","3,664,114","$9,083,948 ",$2.48 
Albacore tuna                 ,"2,569,974","2,530,745","$3,125,130 ",$1.23 
Bigeye tuna                   ,"3,714,233","3,694,994","$12,734,276 ",$3.45 
Kawakawa                      ,"9,851","6,673","$8,195 ",$1.23 
Billfishes (unknown)          ,704,704,$330 ,$0.47 
Swordfish                     ,"5,194,704","5,072,453","$16,730,804 ",$3.30 
Blue marlin                   ,"1,494,714","1,366,769","$1,315,813 ",$0.96 
