Species,Caught,Sold,Value,Price/Lb.
Miscellaneous                 ,"17,625","17,347","$5,023 ",$0.29 
Rays                          ,86,86,$3 ,$0.04 
Eels                          ,"5,081","4,961",$649 ,$0.13 
Bigeye scad (akule)           ,"178,424","174,377","$123,173 ",$0.71 
Mackerel scad                 ,"187,006","182,733","$78,782 ",$0.43 
Leatherjacket                 ,"1,019",987,$321 ,$0.33 
Ten pounder                   ,"3,131","3,082","$1,353 ",$0.44 
Bonefish                      ,"40,483","39,816","$10,419 ",$0.26 
Herrings/sardines             ,419,419,$93 ,$0.22 
Milkfish                      ,"25,464","25,219","$10,670 ",$0.42 
Flying fishes                 ,619,619,$217 ,$0.35 
Needlefishes                  ,"2,076","2,076",$284 ,$0.14 
Threadfin                     ,"9,604","9,139","$6,929 ",$0.76 
Mullets                       ,"80,318","79,659","$62,761 ",$0.79 
Oilfish                       ,20,20,$2 ,$0.13 
Jacks                         ,"88,243","87,862","$33,958 ",$0.39 
Kahala (amberjack)            ,"89,012","89,720","$22,531 ",$0.25 
Blue trevally                 ,"12,709","12,699","$6,012 ",$0.47 
Hapuupuu (hawaiian grouper)   ,"28,512","28,504","$11,802 ",$0.41 
Kalekale                      ,"19,191","20,162","$9,755 ",$0.48 
Ehu (red snapper)             ,"23,293","24,281","$18,172 ",$0.75 
Gindai (flower snapper)       ,"2,061","2,059",$956 ,$0.46 
Lehi (silverjaw)              ,"3,365","3,348","$1,148 ",$0.34 
Onaga (red snapper)           ,"64,458","64,458","$48,995 ",$0.76 
Opakapaka (pink snapper)      ,"121,157","121,448","$56,655 ",$0.47 
Uku (gray snapper)            ,"74,304","74,195","$31,022 ",$0.42 
Porgy                         ,895,895,$475 ,$0.53 
Reef fishes (unknown)         ,"1,375","1,371",$237 ,$0.17 
Reef jacks                    ,918,918,$759 ,$0.83 
Squirrelfishes                ,"42,580","42,372","$29,386 ",$0.69 
Trumpetfish                   ,109,107,$19 ,$0.18 
Scorpionfishes                ,"2,768","2,766","$1,387 ",$0.50 
Mountain bass                 ,"8,383","8,243","$5,437 ",$0.66 
Bigeyes                       ,"33,360","32,533","$8,845 ",$0.27 
Goatfishes                    ,"150,047","148,497","$87,307 ",$0.59 
Rudderfish                    ,"5,916","5,855","$2,845 ",$0.49 
Damselfishes                  ,"9,070","8,989","$4,091 ",$0.46 
Tilapia                       ,"4,585","4,585","$1,193 ",$0.26 
Wrasses                       ,"8,250","8,172","$1,818 ",$0.22 
Parrotfishes                  ,"13,949","13,694","$5,115 ",$0.37 
Gobies                        ,647,647,$223 ,$0.35 
Surgeonfishes/tangs           ,"72,461","71,126","$18,107 ",$0.25 
Flounders                     ,26,26,$17 ,$0.66 
Filefishes                    ,687,687,$327 ,$0.48 
Pufferfishes                  ,14,8,$1 ,$0.15 
Pelagic fishes (unknown)      ,434,434,$36 ,$0.08 
Rainbow runner                ,"1,311","1,290",$214 ,$0.17 
Mahimahi                      ,"149,049","148,069","$57,834 ",$0.39 
Barracudas                    ,"13,863","13,725","$5,978 ",$0.44 
Wahoo                         ,"39,157","38,614","$7,684 ",$0.20 
Japanese mackerel             ,"20,197","19,986","$5,783 ",$0.29 
Skipjack tuna                 ,"7,677,574","7,836,940","$1,079,194 ",$0.14 
Yellowfin tuna                ,"407,825","406,770","$117,094 ",$0.29 
Albacore tuna                 ,"16,217","16,217","$3,539 ",$0.22 
Bigeye tuna                   ,"1,588,122","1,588,102","$618,418 ",$0.39 
Kawakawa                      ,"42,017","41,533","$6,534 ",$0.16 
Billfishes (unknown)          ,"2,150","2,150",$268 ,$0.13 
Swordfish                     ,"36,952","36,952","$5,110 ",$0.14 
Blue marlin                   ,"304,536","302,289","$67,477 ",$0.22 
Black marlin                  ,"27,223","27,223","$5,462 ",$0.20 
Striped marlin                ,"348,632","348,207","$84,777 ",$0.24 
Shortnose spearfish           ,"2,824","2,778",$477 ,$0.17 
Sailfish                      ,"16,853","16,853","$2,603 ",$0.15 
Spiny lobsters                ,"9,192","9,152","$5,964 ",$0.65 
Slipper lobsters              ,53,53,$28 ,$0.54 
Crabs                         ,"9,398","9,287","$3,791 ",$0.41 
Shrimp (freshwater)           ,533,533,$804 ,$1.51 
Octopus                       ,"6,773","6,662","$3,605 ",$0.54 
Squid                         ,"25,228","24,746","$6,279 ",$0.25 
Limpets (saltwater)           ,"9,716","9,716","$3,572 ",$0.37 
Clams                         ,"3,641","3,112",$974 ,$0.31 
Invertebrates                 ,"1,584","1,584","$1,016 ",$0.64 
Sea turtles                   ,"3,207","3,207","$1,171 ",$0.37 
Algae                         ,443,443,$443 ,$1.00 
TOTAL,"12,198,424","12,337,394","$2,805,444 ",$0.23 
