Species,Caught,Sold,Value,Price/Lb.
Miscellaneous                 ,"11,709","11,429","$24,112 ",$2.11 
Sharks                        ,"164,112","131,994","$141,742 ",$1.07 
Eels                          ,113,102,$86 ,$0.84 
Bigeye scad (akule)           ,"663,359","620,062","$955,128 ",$1.54 
Mackerel scad                 ,"312,715","299,113","$515,378 ",$1.72 
Leatherjacket                 ,536,454,$876 ,$1.93 
Ten pounder                   ,"1,398","1,380","$1,231 ",$0.89 
Bonefish                      ,"4,179","3,700","$3,804 ",$1.03 
Herrings/sardines             ,50,0,$0 ,$0.00 
Milkfish                      ,"4,955","4,825","$8,381 ",$1.74 
Flying fishes                 ,5,1,$0 ,$0.75 
Needlefishes                  ,261,201,$205 ,$1.02 
Threadfin                     ,965,777,"$4,073 ",$5.24 
Mullets                       ,"8,819","7,858","$20,970 ",$2.67 
Pomfret                       ,"83,744","83,223","$119,900 ",$1.44 
Oilfish                       ,483,433,$342 ,$0.79 
Jacks                         ,"36,511","29,045","$56,879 ",$1.96 
Kahala (amberjack)            ,"5,658",693,$826 ,$1.19 
Sasa ulua                     ,365,323,$778 ,$2.41 
Butaguchi (pig-lipped ulua)   ,"62,524","62,119","$109,181 ",$1.76 
Dobe ulua                     ,98,98,$189 ,$1.93 
Papa ulua                     ,"5,060","4,963","$9,900 ",$1.99 
White ulua                    ,"7,751","7,256","$8,998 ",$1.24 
Gunkin (black) ulua           ,988,988,"$1,364 ",$1.38 
Blue trevally                 ,"2,666","2,247","$4,029 ",$1.79 
Hapuupuu (hawaiian grouper)   ,"66,650","66,250","$190,449 ",$2.87 
Blue spot grouper             ,"1,402","1,302","$2,796 ",$2.15 
Kalekale                      ,"18,650","16,439","$44,091 ",$2.68 
Snappers                      ,"3,125","3,016","$9,599 ",$3.18 
Taape (blue lined snapper)    ,"62,666","58,231","$47,787 ",$0.82 
Ehu (red snapper)             ,"33,372","31,631","$130,676 ",$4.13 
Gindai (flower snapper)       ,"7,338","6,953","$20,460 ",$2.94 
Lehi (silverjaw)              ,"10,279","9,578","$30,421 ",$3.18 
Onaga (red snapper)           ,"102,176","99,402","$518,548 ",$5.22 
Opakapaka (pink snapper)      ,"296,283","288,198","$1,157,937 ",$4.02 
Uku (gray snapper)            ,"101,236","98,929","$311,327 ",$3.15 
Porgy                         ,"3,380","3,270","$8,088 ",$2.47 
Reef fishes (unknown)         ,334,278,$96 ,$0.35 
Reef jacks                    ,153,147,$432 ,$2.94 
Squirrelfishes                ,"44,404","40,936","$122,937 ",$3.00 
Trumpetfish                   ,115,89,$66 ,$0.75 
Scorpionfishes                ,"3,911","3,738","$14,489 ",$3.88 
Mountain bass                 ,"5,535","4,899","$10,774 ",$2.20 
Bigeyes                       ,"4,628","4,146","$9,073 ",$2.19 
Goatfishes                    ,"57,183","52,715","$141,918 ",$2.69 
Rudderfish                    ,"7,784","7,290","$6,810 ",$0.93 
Damselfishes                  ,"1,952","1,898","$3,294 ",$1.74 
Hawkfish                      ,969,953,"$1,949 ",$2.05 
Tilapia                       ,"24,518","24,190","$17,586 ",$0.73 
Wrasses                       ,"9,041","7,919","$18,146 ",$2.29 
Parrotfishes                  ,"33,527","31,882","$64,000 ",$2.01 
Surgeonfishes/tangs           ,"76,314","72,789","$90,847 ",$1.25 
Flounders                     ,90,68,$93 ,$1.37 
Filefishes                    ,386,376,$545 ,$1.45 
Pelagic fishes (unknown)      ,721,0,$0 ,$0.00 
Moonfish (opah)               ,"380,743","380,396","$352,329 ",$0.93 
Rainbow runner                ,"3,012","2,652","$3,606 ",$1.36 
Mahimahi                      ,"742,309","684,293","$1,395,544 ",$2.04 
Barracudas                    ,"31,674","29,294","$28,525 ",$0.97 
Wahoo                         ,"446,571","407,362","$934,297 ",$2.29 
Japanese mackerel             ,23,23,$58 ,$2.56 
Tunas (unknown)               ,"20,142","19,358","$183,349 ",$9.47 
Skipjack tuna                 ,"2,516,715","2,422,578","$2,879,593 ",$1.19 
Yellowfin tuna                ,"3,750,709","3,648,581","$8,144,077 ",$2.23 
Albacore tuna                 ,"956,916","947,911","$1,107,579 ",$1.17 
Bigeye tuna                   ,"3,917,134","3,896,903","$13,397,573 ",$3.44 
Kawakawa                      ,"17,536","13,087","$16,841 ",$1.29 
Swordfish                     ,"12,301,802","12,256,878","$37,113,354 ",$3.03 
Blue marlin                   ,"1,124,432","1,028,999","$925,626 ",$0.90 
Black marlin                  ,"22,531","21,405","$21,053 ",$0.98 
Striped marlin                ,"1,180,532","1,145,516","$1,326,581 ",$1.16 
Shortnose spearfish           ,"154,292","147,050","$139,506 ",$0.95 
Sailfish                      ,"8,412","7,518","$7,596 ",$1.01 
Spiny lobsters                ,"2,852","2,360","$19,831 ",$8.40 
Slipper lobsters              ,417,408,"$3,891 ",$9.54 
Crabs                         ,"49,847","45,432","$183,505 ",$4.04 
Shrimp (freshwater)           ,5,5,$20 ,$4.05 
Shrimp (saltwater)            ,"37,033","33,746","$173,844 ",$5.15 
Octopus                       ,"17,551","11,906","$33,448 ",$2.81 
Squid                         ,"2,880","2,325","$5,553 ",$2.39 
Limpets (saltwater)           ,"7,234","6,377","$26,264 ",$4.12 
Invertebrates                 ,"1,006",881,"$16,154 ",$18.34 
Algae                         ,"14,776","13,550","$43,000 ",$3.17 
TOTAL,"30,066,233","29,387,590","$73,446,239 ",$2.50 
