Species,Caught,Sold,Value,Price/Lb.
Miscellaneous                 ,"28,933","28,803","$10,303 ",$0.36 
Sharks                        ,17,17,$0 ,$0.02 
Eels                          ,"6,880","6,880",$805 ,$0.12 
Bigeye scad (akule)           ,"324,564","315,208","$200,854 ",$0.64 
Mackerel scad                 ,"302,315","301,841","$103,552 ",$0.34 
Leatherjacket                 ,"1,412","1,346",$459 ,$0.34 
Ten pounder                   ,"6,992","6,992","$2,981 ",$0.43 
Bonefish                      ,"36,171","35,036","$10,581 ",$0.30 
Herrings/sardines             ,"2,810","2,782",$332 ,$0.12 
Milkfish                      ,"24,476","24,422","$10,491 ",$0.43 
Flying fishes                 ,"1,468","1,468",$142 ,$0.10 
Needlefishes                  ,"2,759","2,759",$129 ,$0.05 
Threadfin                     ,"19,833","19,541","$14,679 ",$0.75 
Mullets                       ,"104,350","103,527","$76,977 ",$0.74 
Oilfish                       ,43,43,$1 ,$0.02 
Jacks                         ,"186,494","186,316","$58,996 ",$0.32 
Kahala (amberjack)            ,"83,631","83,631","$16,929 ",$0.20 
Blue trevally                 ,"16,362","16,362","$6,326 ",$0.39 
Hapuupuu (hawaiian grouper)   ,"68,281","68,137","$20,582 ",$0.30 
Kalekale                      ,"33,930","33,786","$15,853 ",$0.47 
Ehu (red snapper)             ,"39,175","39,046","$27,617 ",$0.71 
Gindai (flower snapper)       ,"5,870","5,870","$1,670 ",$0.28 
Lehi (silverjaw)              ,"2,120","2,120",$635 ,$0.30 
Onaga (red snapper)           ,"64,535","64,526","$46,958 ",$0.73 
Opakapaka (pink snapper)      ,"181,367","181,129","$78,131 ",$0.43 
Uku (gray snapper)            ,"82,417","82,364","$28,327 ",$0.34 
Snake mackerel                ,193,183,$108 ,$0.59 
Porgy                         ,566,566,$285 ,$0.50 
Reef fishes (unknown)         ,"3,699","3,695",$510 ,$0.14 
Reef jacks                    ,901,901,$605 ,$0.67 
Squirrelfishes                ,"60,558","60,198","$40,997 ",$0.68 
Trumpetfish                   ,275,275,$41 ,$0.15 
Scorpionfishes                ,"4,381","4,378","$2,071 ",$0.47 
Mountain bass                 ,"23,870","23,711","$13,251 ",$0.56 
Bigeyes                       ,"6,994","6,929","$3,254 ",$0.47 
Goatfishes                    ,"160,614","160,054","$98,175 ",$0.61 
Rudderfish                    ,"6,498","6,455","$2,116 ",$0.33 
Damselfishes                  ,"3,786","3,762","$1,594 ",$0.42 
Wrasses                       ,"8,431","8,382","$1,865 ",$0.22 
Parrotfishes                  ,"12,010","12,001","$4,241 ",$0.35 
Gobies                        ,462,462,$270 ,$0.59 
Surgeonfishes/tangs           ,"56,305","56,090","$14,605 ",$0.26 
Flounders                     ,12,12,$7 ,$0.65 
Filefishes                    ,852,852,$436 ,$0.51 
Pufferfishes                  ,332,332,$333 ,$1.00 
Pelagic fishes (unknown)      ,126,126,$6 ,$0.05 
Moonfish (opah)               ,"1,570","1,442",$64 ,$0.05 
Rainbow runner                ,"1,774","1,774",$166 ,$0.09 
Mahimahi                      ,"270,945","269,726","$87,193 ",$0.32 
Barracudas                    ,"23,396","23,138","$9,017 ",$0.39 
Wahoo                         ,"39,856","38,157","$8,315 ",$0.22 
Japanese mackerel             ,"2,300","2,255",$678 ,$0.30 
Tunas (unknown)               ,"3,578","3,578",$772 ,$0.22 
Skipjack tuna                 ,"11,217,844","11,183,533","$1,275,099 ",$0.11 
Yellowfin tuna                ,"535,644","534,425","$171,176 ",$0.32 
Albacore tuna                 ,"21,936","21,936","$4,457 ",$0.20 
Bigeye tuna                   ,"2,201,650","2,201,650","$702,871 ",$0.32 
Kawakawa                      ,"40,398","39,777","$7,118 ",$0.18 
Billfishes (unknown)          ,"9,490","9,490","$1,975 ",$0.21 
Swordfish                     ,"54,692","54,692","$8,811 ",$0.16 
Blue marlin                   ,"475,306","472,235","$109,367 ",$0.23 
Black marlin                  ,"18,496","18,496","$3,224 ",$0.17 
Striped marlin                ,"239,033","239,033","$62,565 ",$0.26 
Shortnose spearfish           ,"1,765","1,765",$505 ,$0.29 
Sailfish                      ,"6,306","6,306","$1,158 ",$0.18 
Spiny lobsters                ,"16,128","16,055","$10,671 ",$0.66 
Slipper lobsters              ,206,206,$112 ,$0.55 
Crabs                         ,"18,318","17,481","$7,071 ",$0.40 
Shrimp (freshwater)           ,"2,077","2,061","$4,242 ",$2.06 
Octopus                       ,"11,159","11,137","$5,848 ",$0.53 
Squid                         ,"2,846","2,754","$1,641 ",$0.60 
Limpets (saltwater)           ,"8,872","8,871","$3,538 ",$0.40 
Clams                         ,"8,783","8,473","$1,820 ",$0.21 
Invertebrates                 ,"1,422","1,422",$861 ,$0.61 
Sea turtles                   ,"13,641","12,442","$1,975 ",$0.16 
Algae                         ,902,802,$640 ,$0.80 
TOTAL,"17,228,403","17,168,428","$3,412,063 ",$0.20 
