Species,Caught,Sold,Value,Price/Lb.
Bigeyes                       ,"15,482","12,015","$27,594 ",$2.30 
Goatfishes                    ,"68,837","50,542","$122,593 ",$2.43 
Rudderfish                    ,"23,572","21,663","$23,482 ",$1.08 
Damselfishes                  ,"1,924","1,713","$4,422 ",$2.58 
Hawkfish                      ,471,471,"$1,096 ",$2.33 
Tilapia                       ,907,907,"$1,475 ",$1.63 
Wrasses                       ,"6,350","4,717","$20,687 ",$4.39 
Parrotfishes                  ,"35,389","31,345","$84,293 ",$2.69 
Surgeonfishes/tangs           ,"94,843","74,859","$114,038 ",$1.52 
Flounders                     ,54,48,$50 ,$1.04 
Filefishes                    ,"4,402","1,323","$1,544 ",$1.17 
Pelagic fishes (unknown)      ,"3,605",117,$11 ,$0.10 
Moonfish (opah)               ,"804,325","785,985","$1,343,058 ",$1.71 
Rainbow runner                ,"4,530","4,172","$7,889 ",$1.89 
Mahimahi                      ,"2,313,829","2,224,727","$4,908,772 ",$2.21 
Barracudas                    ,"41,836","35,416","$31,030 ",$0.88 
Wahoo                         ,"921,880","852,346","$2,200,728 ",$2.58 
Japanese mackerel             ,1,0,$0 ,$0.00 
Tunas (unknown)               ,"57,551",345,"$2,577 ",$7.45 
Skipjack tuna                 ,"1,167,800","876,489","$1,150,177 ",$1.31 
Yellowfin tuna                ,"3,173,499","3,111,596","$7,093,224 ",$2.28 
Albacore tuna                 ,"1,151,925","1,139,831","$1,506,418 ",$1.32 
Bigeye tuna                   ,"10,408,085","9,838,225","$28,732,379 ",$2.92 
Kawakawa                      ,"7,337","3,393","$4,893 ",$1.44 
Billfishes (unknown)          ,"14,864",684,$906 ,$1.32 
Swordfish                     ,"535,997","520,141","$1,224,954 ",$2.36 
Blue marlin                   ,"1,026,223","900,108","$1,112,948 ",$1.24 
Black marlin                  ,"9,718","7,194","$11,039 ",$1.53 
Striped marlin                ,"959,956","936,829","$1,348,195 ",$1.44 
Shortnose spearfish           ,"450,427","443,173","$431,039 ",$0.97 
Sailfish                      ,"17,231","7,580","$9,758 ",$1.29 
Spiny lobsters                ,"8,895","8,173","$90,576 ",$11.08 
Slipper lobsters              ,40,7,$56 ,$8.00 
Crabs                         ,"35,040","13,409","$53,266 ",$3.97 
Shrimp (saltwater)            ,"1,172",30,$270 ,$9.00 
Octopus                       ,"23,113","20,673","$62,028 ",$3.00 
Squid                         ,801,535,"$1,164 ",$2.18 
Limpets (saltwater)           ,"8,801","5,099","$36,446 ",$7.15 
Invertebrates                 ,"15,149","8,924","$261,549 ",$29.31 
Algae                         ,"16,863","6,204","$27,100 ",$4.37 
TOTAL,"26,912,884","24,457,516","$57,682,016 ",$2.36 
