Species,Caught,Sold,Value,Price/Lb.
Miscellaneous                 ,"17,360","16,516","$28,675 ",$1.74 
Sharks                        ,"160,114","143,435","$118,574 ",$0.83 
Eels                          ,907,871,$606 ,$0.70 
Bigeye scad (akule)           ,"682,179","624,695","$1,105,971 ",$1.77 
Mackerel scad                 ,"321,813","316,481","$526,081 ",$1.66 
Leatherjacket                 ,627,562,$568 ,$1.01 
Ten pounder                   ,710,657,$638 ,$0.97 
Bonefish                      ,"9,664","7,357","$6,951 ",$0.94 
Herrings/sardines             ,6,4,$2 ,$0.59 
Milkfish                      ,"2,302","2,275","$3,785 ",$1.66 
Flying fishes                 ,12,12,$15 ,$1.28 
Needlefishes                  ,266,247,$293 ,$1.19 
Threadfin                     ,"2,207","1,919","$9,783 ",$5.10 
Mullets                       ,"3,965","3,608","$10,184 ",$2.82 
Pomfret                       ,"43,000","42,936","$78,318 ",$1.82 
Oilfish                       ,"30,503","29,938","$14,050 ",$0.47 
Jacks                         ,"76,583","65,828","$121,226 ",$1.84 
Kahala (amberjack)            ,"20,392","4,011","$3,128 ",$0.78 
Sasa ulua                     ,"1,287","1,245","$3,652 ",$2.93 
Butaguchi (pig-lipped ulua)   ,"84,650","84,450","$140,233 ",$1.66 
Dobe ulua                     ,563,563,$787 ,$1.40 
Papa ulua                     ,"10,285","10,217","$26,352 ",$2.58 
White ulua                    ,"21,777","20,959","$36,830 ",$1.76 
Gunkin (black) ulua           ,756,752,"$1,273 ",$1.69 
Blue trevally                 ,"15,885","15,302","$33,315 ",$2.18 
Hapuupuu (hawaiian grouper)   ,"74,787","74,407","$194,433 ",$2.61 
Blue spot grouper             ,555,486,"$1,191 ",$2.45 
Kalekale                      ,"24,886","23,134","$59,124 ",$2.56 
Snappers                      ,"2,517","2,483","$8,913 ",$3.59 
Taape (blue lined snapper)    ,"52,399","44,682","$37,264 ",$0.83 
Ehu (red snapper)             ,"55,441","53,375","$200,909 ",$3.76 
Gindai (flower snapper)       ,"5,994","5,612","$16,482 ",$2.94 
Lehi (silverjaw)              ,"21,826","20,301","$68,945 ",$3.40 
Onaga (red snapper)           ,"130,512","127,350","$710,784 ",$5.58 
Opakapaka (pink snapper)      ,"222,879","217,174","$966,450 ",$4.45 
Uku (gray snapper)            ,"170,543","167,461","$549,644 ",$3.28 
Snake mackerel                ,37,37,$7 ,$0.20 
Porgy                         ,"1,526","1,335","$3,401 ",$2.55 
Reef fishes (unknown)         ,970,242,$225 ,$0.93 
Reef jacks                    ,55,53,$119 ,$2.26 
Squirrelfishes                ,"33,956","32,065","$101,941 ",$3.18 
Trumpetfish                   ,73,65,$53 ,$0.82 
Scorpionfishes                ,"3,472","3,147","$11,874 ",$3.77 
Mountain bass                 ,"6,616","6,009","$12,971 ",$2.16 
Bigeyes                       ,"4,106","3,425","$6,311 ",$1.84 
Goatfishes                    ,"62,472","56,213","$200,129 ",$3.56 
Rudderfish                    ,"8,409","7,743","$6,941 ",$0.90 
Damselfishes                  ,756,730,"$1,025 ",$1.40 
Hawkfish                      ,534,483,$795 ,$1.65 
Tilapia                       ,"13,899","13,016","$11,044 ",$0.85 
Wrasses                       ,"12,136","10,456","$23,571 ",$2.25 
Parrotfishes                  ,"22,053","20,736","$40,440 ",$1.95 
Surgeonfishes/tangs           ,"50,613","42,066","$50,209 ",$1.19 
Flounders                     ,36,36,$35 ,$0.99 
Filefishes                    ,715,532,"$1,059 ",$1.99 
Moonfish (opah)               ,"164,695","164,692","$217,081 ",$1.32 
Rainbow runner                ,"4,277","3,874","$5,553 ",$1.43 
Mahimahi                      ,"824,923","778,547","$1,629,265 ",$2.09 
Barracudas                    ,"15,181","13,376","$17,963 ",$1.34 
Wahoo                         ,"335,985","309,696","$852,622 ",$2.75 
Tunas (unknown)               ,"1,314","1,017","$1,222 ",$1.20 
Skipjack tuna                 ,"1,381,740","1,313,559","$2,222,721 ",$1.69 
Yellowfin tuna                ,"4,020,870","3,863,489","$8,945,144 ",$2.32 
Albacore tuna                 ,"282,664","281,854","$443,340 ",$1.57 
Bigeye tuna                   ,"2,541,091","2,500,925","$8,684,869 ",$3.47 
Kawakawa                      ,"27,688","20,134","$25,618 ",$1.27 
Billfishes (unknown)          ,"13,623","5,023","$12,424 ",$2.47 
Swordfish                     ,"3,644,134","3,597,337","$11,495,949 ",$3.20 
Blue marlin                   ,"1,203,118","1,139,248","$976,320 ",$0.86 
Black marlin                  ,"38,748","35,830","$37,383 ",$1.04 
Striped marlin                ,"875,829","864,889","$1,182,783 ",$1.37 
Shortnose spearfish           ,"95,206","91,862","$128,458 ",$1.40 
Sailfish                      ,"9,405","9,139","$10,479 ",$1.15 
Spiny lobsters                ,"286,887","283,822","$3,841,239 ",$13.53 
Slipper lobsters              ,"58,746","55,478","$529,777 ",$9.55 
Crabs                         ,"45,408","43,306","$203,950 ",$4.71 
Shrimp (freshwater)           ,282,272,"$1,416 ",$5.21 
Shrimp (saltwater)            ,"191,416","191,283","$891,339 ",$4.66 
Octopus                       ,"13,400","9,854","$23,939 ",$2.43 
Squid                         ,"25,966","24,367","$29,658 ",$1.22 
Limpets (saltwater)           ,"6,682","5,946","$18,914 ",$3.18 
Invertebrates                 ,"2,589","2,292","$32,205 ",$14.05 
Algae                         ,"10,758","8,257","$31,543 ",$3.82 
TOTAL,"18,615,212","17,949,063","$48,050,794 ",$2.68 
