Species,Caught,Sold,Value,Price/Lb.
Scorpionfishes                ,"2,845","1,855","$8,931 ",$4.81 
Mountain bass                 ,"2,157","1,282","$5,160 ",$4.02 
Bigeyes                       ,"3,235","3,073","$11,149 ",$3.63 
Goatfishes                    ,"58,738","47,287","$237,323 ",$5.02 
Rudderfish                    ,"27,714","20,509","$29,533 ",$1.44 
Damselfishes                  ,"2,589","2,521","$7,700 ",$3.05 
Hawkfish                      ,966,966,"$2,989 ",$3.09 
Tilapia                       ,"3,338",266,$312 ,$1.17 
Wrasses                       ,"7,371","4,924","$21,041 ",$4.27 
Parrotfishes                  ,"73,178","65,247","$225,407 ",$3.45 
Surgeonfishes/tangs           ,"122,663","106,738","$190,453 ",$1.78 
Flounders                     ,83,34,$63 ,$1.84 
Filefishes                    ,714,565,$769 ,$1.36 
Pufferfishes                  ,85,0,$0 ,$0.00 
Pelagic fishes (unknown)      ,923,213,$55 ,$0.26 
Moonfish (opah)               ,"1,598,687","1,564,413","$2,851,770 ",$1.82 
Rainbow runner                ,"4,172","2,537","$4,085 ",$1.61 
Mahimahi                      ,"1,632,883","1,428,243","$4,332,151 ",$3.03 
Barracudas                    ,"57,882","52,686","$49,976 ",$0.95 
Wahoo                         ,"671,516","568,627","$1,823,992 ",$3.21 
Tunas (unknown)               ,"9,713","9,563","$32,243 ",$3.37 
Skipjack tuna                 ,"1,087,881","637,514","$1,021,906 ",$1.60 
Yellowfin tuna                ,"3,790,980","3,450,082","$10,002,200 ",$2.90 
Albacore tuna                 ,"1,770,335","1,594,706","$2,561,525 ",$1.61 
Bigeye tuna                   ,"13,135,008","12,883,845","$53,091,060 ",$4.12 
Kawakawa                      ,"6,104","2,210","$5,629 ",$2.55 
Billfishes (unknown)          ,"1,771",377,$880 ,$2.33 
Swordfish                     ,"3,590,017","2,592,041","$6,669,055 ",$2.57 
Blue marlin                   ,"1,229,714","917,822","$1,241,476 ",$1.35 
Black marlin                  ,"8,454",337,$421 ,$1.25 
Striped marlin                ,"919,614","910,538","$1,135,868 ",$1.25 
Shortnose spearfish           ,"535,790","469,266","$528,512 ",$1.13 
Sailfish                      ,"34,376","17,897","$26,023 ",$1.45 
Spiny lobsters                ,"10,640","9,158","$115,307 ",$12.59 
Slipper lobsters              ,184,3,$25 ,$8.50 
Crabs                         ,"35,639","11,138","$54,256 ",$4.87 
Shrimp (saltwater)            ,"8,387","1,169","$7,346 ",$6.28 
Octopus                       ,"30,167","19,974","$86,846 ",$4.35 
Squid                         ,"3,185","2,735","$7,027 ",$2.57 
Limpets (saltwater)           ,"17,303","10,073","$54,374 ",$5.40 
Invertebrates                 ,226,183,"$1,164 ",$6.37 
Algae                         ,"13,398","5,596","$47,072 ",$8.41 
TOTAL,"32,979,304","29,419,185","$91,886,399 ",$3.12 
