Species,Caught,Sold,Value,Price/Lb.
Miscellaneous                 ,"2,280","2,223",$799 ,$0.36 
Sharks                        ,340,54,$5 ,$0.10 
Eels                          ,"2,521","2,425",$229 ,$0.09 
Bigeye scad (akule)           ,"449,571","438,756","$239,263 ",$0.55 
Mackerel scad                 ,"190,047","185,063","$74,977 ",$0.41 
Leatherjacket                 ,471,471,$126 ,$0.27 
Ten pounder                   ,"7,683","7,281","$2,074 ",$0.29 
Bonefish                      ,"28,681","26,490","$6,588 ",$0.25 
Herrings/sardines             ,85,60,$15 ,$0.25 
Milkfish                      ,"20,310","19,741","$8,034 ",$0.41 
Flying fishes                 ,49,49,$15 ,$0.32 
Needlefishes                  ,620,615,$108 ,$0.18 
Threadfin                     ,"16,157","15,619","$14,453 ",$0.93 
Mullets                       ,"24,361","24,036","$21,367 ",$0.89 
Oilfish                       ,378,378,$36 ,$0.10 
Freshwater fishes             ,2,2,$2 ,$1.05 
Jacks                         ,"75,629","74,002","$34,027 ",$0.46 
Kahala (amberjack)            ,"74,987","74,036","$21,068 ",$0.28 
Blue trevally                 ,"2,887","2,871","$1,610 ",$0.56 
Hapuupuu (hawaiian grouper)   ,"21,207","20,827","$9,274 ",$0.45 
Kalekale                      ,"14,010","14,002","$7,838 ",$0.56 
Ehu (red snapper)             ,"19,856","19,659","$14,999 ",$0.76 
Gindai (flower snapper)       ,468,444,$225 ,$0.51 
Lehi (silverjaw)              ,"1,382","1,382",$556 ,$0.40 
Onaga (red snapper)           ,"65,890","65,761","$62,674 ",$0.95 
Opakapaka (pink snapper)      ,"83,243","79,567","$42,597 ",$0.54 
Uku (gray snapper)            ,"50,433","49,712","$21,463 ",$0.43 
Porgy                         ,294,294,$194 ,$0.66 
Reef fishes (unknown)         ,"1,332","1,299",$340 ,$0.26 
Reef jacks                    ,"1,654","1,222",$920 ,$0.75 
Squirrelfishes                ,"11,367","10,816","$7,568 ",$0.70 
Trumpetfish                   ,4,2,$0 ,$0.25 
Scorpionfishes                ,"1,032","1,032",$631 ,$0.61 
Mountain bass                 ,"5,178","5,057","$3,466 ",$0.69 
Bigeyes                       ,"4,999","4,868","$1,893 ",$0.39 
Goatfishes                    ,"108,896","106,941","$55,729 ",$0.52 
Rudderfish                    ,"2,691","2,608","$1,374 ",$0.53 
Damselfishes                  ,"2,617","2,576","$1,086 ",$0.42 
Tilapia                       ,80,80,$20 ,$0.25 
Wrasses                       ,"2,981","2,790","$1,009 ",$0.36 
Parrotfishes                  ,"6,095","6,070","$1,994 ",$0.33 
Gobies                        ,543,541,$602 ,$1.11 
Surgeonfishes/tangs           ,"53,068","52,686","$10,884 ",$0.21 
Flounders                     ,16,16,$11 ,$0.69 
Filefishes                    ,180,180,$70 ,$0.39 
Moonfish (opah)               ,"3,986","3,986",$199 ,$0.05 
Rainbow runner                ,718,705,$157 ,$0.22 
Mahimahi                      ,"91,302","88,034","$48,053 ",$0.55 
Barracudas                    ,"6,820","6,609","$2,655 ",$0.40 
Wahoo                         ,"31,019","27,636","$6,089 ",$0.22 
Japanese mackerel             ,"2,488","2,471","$1,027 ",$0.42 
Skipjack tuna                 ,"16,157,309","16,154,874","$2,013,863 ",$0.12 
Yellowfin tuna                ,"497,626","494,300","$177,296 ",$0.36 
Albacore tuna                 ,"6,731","6,731","$1,751 ",$0.26 
Bigeye tuna                   ,"773,872","773,828","$471,067 ",$0.61 
Kawakawa                      ,"14,937","11,523","$1,732 ",$0.15 
Billfishes (unknown)          ,212,212,$92 ,$0.44 
Swordfish                     ,"27,256","27,256","$5,676 ",$0.21 
Blue marlin                   ,"171,753","168,505","$44,581 ",$0.26 
Black marlin                  ,"3,426","3,098","$1,149 ",$0.37 
Striped marlin                ,"384,955","383,194","$118,291 ",$0.31 
Shortnose spearfish           ,"1,493","1,493",$202 ,$0.14 
Sailfish                      ,"10,872","10,872","$1,733 ",$0.16 
Spiny lobsters                ,"8,158","8,053","$6,639 ",$0.82 
Slipper lobsters              ,4,4,$1 ,$0.44 
Crabs                         ,"27,698","26,484","$16,460 ",$0.62 
Shrimp (freshwater)           ,215,182,$190 ,$1.05 
Octopus                       ,"6,312","6,200","$3,827 ",$0.62 
Squid                         ,"3,252","3,252",$989 ,$0.30 
Limpets (saltwater)           ,"14,321","14,090","$6,810 ",$0.48 
Clams                         ,"1,372","1,372",$671 ,$0.49 
Invertebrates                 ,680,680,$536 ,$0.79 
Sea turtles                   ,"1,510",420,$57 ,$0.14 
Algae                         ,"3,230","3,230",$700 ,$0.22 
TOTAL,"19,610,102","19,553,898","$3,604,739 ",$0.18 
