Species,Caught,Sold,Value,Price/Lb.
Miscellaneous                 ,"32,133","30,937","$10,967 ",$0.35 
Sharks                        ,274,274,$23 ,$0.08 
Eels                          ,"11,392","11,401","$1,111 ",$0.10 
Bigeye scad (akule)           ,"354,054","346,777","$222,954 ",$0.64 
Mackerel scad                 ,"272,655","267,269","$86,891 ",$0.33 
Leatherjacket                 ,"1,696","1,571",$502 ,$0.32 
Ten pounder                   ,"5,804","5,639","$2,572 ",$0.46 
Bonefish                      ,"41,396","40,188","$12,057 ",$0.30 
Herrings/sardines             ,"2,159","2,083",$445 ,$0.21 
Milkfish                      ,"26,726","26,514","$9,988 ",$0.38 
Flying fishes                 ,432,424,$131 ,$0.31 
Needlefishes                  ,"1,025","1,018",$159 ,$0.16 
Threadfin                     ,"5,563","5,064","$3,698 ",$0.73 
Mullets                       ,"74,015","72,839","$56,492 ",$0.78 
Oilfish                       ,25,25,$1 ,$0.05 
Jacks                         ,"220,597","220,415","$64,415 ",$0.29 
Kahala (amberjack)            ,"69,712","69,583","$13,094 ",$0.19 
Blue trevally                 ,"19,845","19,845","$7,428 ",$0.37 
Hapuupuu (hawaiian grouper)   ,"41,929","41,891","$12,712 ",$0.30 
Kalekale                      ,"33,323","33,084","$14,473 ",$0.44 
Ehu (red snapper)             ,"33,745","33,613","$23,307 ",$0.69 
Gindai (flower snapper)       ,"2,730","2,726",$918 ,$0.34 
Lehi (silverjaw)              ,"1,941","1,941",$612 ,$0.32 
Onaga (red snapper)           ,"67,875","67,832","$46,460 ",$0.68 
Opakapaka (pink snapper)      ,"149,902","149,620","$60,151 ",$0.40 
Uku (gray snapper)            ,"68,834","68,591","$25,057 ",$0.37 
Porgy                         ,616,616,$313 ,$0.51 
Reef fishes (unknown)         ,"5,003","4,894",$571 ,$0.12 
Reef jacks                    ,665,665,$519 ,$0.78 
Squirrelfishes                ,"43,376","43,190","$30,311 ",$0.70 
Trumpetfish                   ,215,215,$30 ,$0.14 
Scorpionfishes                ,"2,507","2,506","$1,279 ",$0.51 
Mountain bass                 ,"12,034","12,009","$5,873 ",$0.49 
Bigeyes                       ,"5,082","4,938","$2,251 ",$0.46 
Goatfishes                    ,"177,405","176,191","$134,165 ",$0.76 
Rudderfish                    ,"7,097","7,049","$2,175 ",$0.31 
Damselfishes                  ,"5,329","5,329","$2,048 ",$0.38 
Tilapia                       ,14,14,$5 ,$0.40 
Wrasses                       ,"10,262","10,031","$2,384 ",$0.24 
Parrotfishes                  ,"9,264","8,947","$2,942 ",$0.33 
Gobies                        ,40,40,$24 ,$0.60 
Surgeonfishes/tangs           ,"56,407","55,905","$14,099 ",$0.25 
Flounders                     ,16,16,$9 ,$0.61 
Filefishes                    ,406,406,$212 ,$0.52 
Pufferfishes                  ,176,176,$105 ,$0.60 
Pelagic fishes (unknown)      ,88,88,$4 ,$0.05 
Moonfish (opah)               ,773,773,$26 ,$0.03 
Rainbow runner                ,983,980,$169 ,$0.17 
Mahimahi                      ,"225,741","225,461","$73,440 ",$0.33 
Barracudas                    ,"16,360","16,112","$6,643 ",$0.41 
Wahoo                         ,"35,340","35,162","$7,310 ",$0.21 
Japanese mackerel             ,"3,755","3,644",$868 ,$0.24 
Tunas (unknown)               ,"1,262","1,262",$189 ,$0.15 
Skipjack tuna                 ,"7,253,956","7,249,068","$889,855 ",$0.12 
Yellowfin tuna                ,"467,868","467,793","$124,506 ",$0.27 
Albacore tuna                 ,"29,750","29,692","$5,162 ",$0.17 
Bigeye tuna                   ,"2,754,254","2,750,866","$670,772 ",$0.24 
Kawakawa                      ,"22,847","22,824","$3,984 ",$0.17 
Billfishes (unknown)          ,"3,846","3,846","$1,034 ",$0.27 
Swordfish                     ,"16,601","16,601","$2,217 ",$0.13 
Blue marlin                   ,"893,631","893,583","$149,575 ",$0.17 
Black marlin                  ,"12,312","12,215","$1,505 ",$0.12 
Striped marlin                ,"203,886","203,833","$38,702 ",$0.19 
Shortnose spearfish           ,"16,302","16,302","$2,334 ",$0.14 
Sailfish                      ,"11,842","11,842","$1,844 ",$0.16 
Spiny lobsters                ,"14,999","14,811","$8,366 ",$0.56 
Slipper lobsters              ,177,167,$80 ,$0.48 
Crabs                         ,"11,487","11,108","$4,797 ",$0.43 
Shrimp (freshwater)           ,879,876,"$1,509 ",$1.72 
Octopus                       ,"10,286","10,205","$5,345 ",$0.52 
Squid                         ,"12,123","11,385","$5,104 ",$0.45 
Limpets (saltwater)           ,964,964,$338 ,$0.35 
Clams                         ,"13,365","13,291","$3,010 ",$0.23 
Sea turtles                   ,"3,048","3,048",$487 ,$0.16 
Algae                         ,940,900,$407 ,$0.45 
TOTAL,"13,915,361","13,883,003","$2,885,548 ",$0.21 
