Species,Caught,Sold,Value,Price/Lb.
Damselfishes                  ,"1,101","1,097","$2,062 ",$1.88 
Hawkfish                      ,646,586,"$1,062 ",$1.81 
Tilapia                       ,113,93,$109 ,$1.18 
Wrasses                       ,"8,142","6,640","$22,743 ",$3.43 
Parrotfishes                  ,"35,123","33,061","$77,391 ",$2.34 
Surgeonfishes/tangs           ,"98,527","95,128","$126,761 ",$1.33 
Flounders                     ,52,52,$45 ,$0.88 
Filefishes                    ,"12,725","12,712","$14,793 ",$1.16 
Pelagic fishes (unknown)      ,"4,239","4,239","$6,224 ",$1.47 
Moonfish (opah)               ,"1,105,389","1,105,210","$1,296,952 ",$1.17 
Rainbow runner                ,"2,985","2,445","$3,641 ",$1.49 
Mahimahi                      ,"1,211,229","1,134,536","$2,562,946 ",$2.26 
Barracudas                    ,"19,975","18,912","$21,272 ",$1.12 
Wahoo                         ,"922,669","841,491","$1,688,042 ",$2.01 
Japanese mackerel             ,58,18,$13 ,$0.73 
Tunas (unknown)               ,"26,453","25,204","$111,486 ",$4.42 
Skipjack tuna                 ,"1,852,606","1,741,632","$2,215,783 ",$1.27 
Yellowfin tuna                ,"4,004,063","3,852,976","$8,177,425 ",$2.12 
Albacore tuna                 ,"3,587,240","3,565,041","$4,064,182 ",$1.14 
Bigeye tuna                   ,"5,553,881","5,517,710","$18,247,372 ",$3.31 
Kawakawa                      ,"9,227","5,228","$6,288 ",$1.20 
Billfishes (unknown)          ,"5,626","5,301","$7,335 ",$1.38 
Swordfish                     ,"5,635,247","5,629,226","$14,244,097 ",$2.53 
Blue marlin                   ,"1,114,745","1,008,860","$1,104,890 ",$1.10 
Black marlin                  ,"11,418","10,576","$12,558 ",$1.19 
Striped marlin                ,"890,612","871,776","$1,196,328 ",$1.37 
Shortnose spearfish           ,"571,926","542,661","$588,626 ",$1.08 
Sailfish                      ,"17,467","16,920","$17,753 ",$1.05 
Spiny lobsters                ,"33,272","31,903","$462,854 ",$14.51 
Slipper lobsters              ,"40,682","40,630","$372,350 ",$9.16 
Crabs                         ,"35,313","30,542","$122,229 ",$4.00 
Shrimp (saltwater)            ,"67,647","48,484","$240,547 ",$4.96 
Octopus                       ,"23,370","16,782","$49,225 ",$2.93 
Squid                         ,"3,589","3,265","$6,184 ",$1.89 
Limpets (saltwater)           ,"10,774","9,897","$44,565 ",$4.50 
Invertebrates                 ,"6,007","5,853","$144,618 ",$24.71 
Algae                         ,"5,057","4,056","$23,241 ",$5.73 
TOTAL,"29,980,850","28,945,625","$62,846,337 ",$2.17 
