Species,Caught,Sold,Value,Price/Lb.
Miscellaneous                 ,"8,348","8,065","$2,906 ",$0.36 
Sharks                        ,735,392,$0 ,$0.00 
Rays                          ,15,15,$1 ,$0.10 
Eels                          ,"4,423","4,356",$383 ,$0.09 
Bigeye scad (akule)           ,"853,303","826,898","$328,017 ",$0.40 
Mackerel scad                 ,"211,449","207,435","$85,509 ",$0.41 
Leatherjacket                 ,947,876,$195 ,$0.22 
Ten pounder                   ,"4,636","4,569","$1,342 ",$0.29 
Bonefish                      ,"28,962","28,282","$7,320 ",$0.26 
Herrings/sardines             ,268,193,$49 ,$0.26 
Milkfish                      ,"14,382","14,172","$5,554 ",$0.39 
Flying fishes                 ,13,13,$3 ,$0.27 
Needlefishes                  ,152,152,$30 ,$0.20 
Threadfin                     ,"14,748","14,159","$11,064 ",$0.78 
Mullets                       ,"24,181","23,775","$22,894 ",$0.96 
Oilfish                       ,163,163,$12 ,$0.08 
Jacks                         ,"78,493","76,740","$43,986 ",$0.57 
Kahala (amberjack)            ,"69,494","68,294","$21,518 ",$0.32 
Blue trevally                 ,"2,992","2,986","$1,794 ",$0.60 
Hapuupuu (hawaiian grouper)   ,"23,396","22,923","$11,237 ",$0.49 
Kalekale                      ,"7,034","7,024","$4,008 ",$0.57 
Ehu (red snapper)             ,"16,046","15,620","$13,677 ",$0.88 
Gindai (flower snapper)       ,664,652,$309 ,$0.47 
Lehi (silverjaw)              ,"2,604","2,574",$930 ,$0.36 
Onaga (red snapper)           ,"58,114","57,657","$61,693 ",$1.07 
Opakapaka (pink snapper)      ,"109,378","103,956","$58,010 ",$0.56 
Uku (gray snapper)            ,"58,645","58,073","$26,549 ",$0.46 
Porgy                         ,99,99,$62 ,$0.63 
Reef fishes (unknown)         ,"2,011","1,975",$572 ,$0.29 
Reef jacks                    ,140,115,$78 ,$0.68 
Squirrelfishes                ,"13,385","12,179","$8,265 ",$0.68 
Trumpetfish                   ,53,53,$13 ,$0.25 
Scorpionfishes                ,"1,338","1,216",$809 ,$0.67 
Mountain bass                 ,"2,434","2,356","$1,528 ",$0.65 
Bigeyes                       ,"5,254","5,127","$1,693 ",$0.33 
Goatfishes                    ,"79,084","77,205","$43,220 ",$0.56 
Rudderfish                    ,"10,849","10,811","$3,266 ",$0.30 
Damselfishes                  ,"1,634","1,625",$700 ,$0.43 
Tilapia                       ,200,200,$20 ,$0.10 
Wrasses                       ,"3,519","3,398","$1,730 ",$0.51 
Parrotfishes                  ,"7,821","7,470","$2,500 ",$0.33 
Gobies                        ,268,268,$390 ,$1.46 
Surgeonfishes/tangs           ,"80,924","80,455","$13,333 ",$0.17 
Flounders                     ,14,14,$8 ,$0.61 
Filefishes                    ,130,130,$68 ,$0.53 
Pufferfishes                  ,51,51,$34 ,$0.67 
Moonfish (opah)               ,"8,085","8,085",$365 ,$0.05 
Rainbow runner                ,"4,114","4,020",$573 ,$0.14 
Mahimahi                      ,"72,075","69,340","$42,072 ",$0.61 
Barracudas                    ,"7,948","7,402","$2,589 ",$0.35 
Wahoo                         ,"39,233","35,921","$8,595 ",$0.24 
Japanese mackerel             ,27,27,$8 ,$0.31 
Skipjack tuna                 ,"8,018,384","8,018,384","$1,259,738 ",$0.16 
Yellowfin tuna                ,"501,748","497,687","$230,348 ",$0.46 
Albacore tuna                 ,"26,361","26,361","$8,898 ",$0.34 
Bigeye tuna                   ,"647,081","645,976","$475,517 ",$0.74 
Kawakawa                      ,"49,089","45,570","$5,379 ",$0.12 
Billfishes (unknown)          ,24,24,$1 ,$0.05 
Swordfish                     ,"18,000","18,000","$3,508 ",$0.19 
Blue marlin                   ,"145,387","142,552","$40,721 ",$0.29 
Black marlin                  ,"4,896","4,896","$1,830 ",$0.37 
Striped marlin                ,"398,024","397,300","$148,690 ",$0.37 
Shortnose spearfish           ,"2,072","2,072",$347 ,$0.17 
Sailfish                      ,"19,405","19,405","$3,351 ",$0.17 
Spiny lobsters                ,"4,145","4,082","$3,676 ",$0.90 
Slipper lobsters              ,33,33,$25 ,$0.76 
Crabs                         ,"30,253","29,430","$24,466 ",$0.83 
Shrimp (freshwater)           ,912,858,"$1,493 ",$1.74 
Octopus                       ,"7,744","7,673","$4,708 ",$0.61 
Squid                         ,"2,671","2,651","$1,489 ",$0.56 
Limpets (saltwater)           ,"24,225","24,164","$16,163 ",$0.67 
Invertebrates                 ,765,765,$336 ,$0.44 
Sea turtles                   ,"5,021","3,014","$1,173 ",$0.39 
Algae                         ,"2,421","2,421",$542 ,$0.22 
TOTAL,"11,842,936","11,772,874","$3,073,913 ",$0.26 
