Species,Caught,Sold,Value,Price/Lb.
Miscellaneous                 ,"19,887","19,135","$34,727 ",$1.81 
Sharks                        ,"17,488","13,554","$9,821 ",$0.72 
Eels                          ,"4,675","4,366","$1,632 ",$0.37 
Bigeye scad (akule)           ,"556,764","534,434","$611,422 ",$1.14 
Mackerel scad                 ,"258,384","249,307","$356,881 ",$1.43 
Leatherjacket                 ,532,418,$346 ,$0.83 
Ten pounder                   ,"1,585","1,347","$1,157 ",$0.86 
Bonefish                      ,"21,192","19,929","$15,875 ",$0.80 
Milkfish                      ,"3,205","3,055","$3,495 ",$1.14 
Flying fishes                 ,9,6,$1 ,$0.21 
Needlefishes                  ,415,306,$240 ,$0.79 
Threadfin                     ,"1,608","1,362","$4,094 ",$3.01 
Mullets                       ,"13,421","12,746","$33,503 ",$2.63 
Pomfret                       ,"5,595","5,416","$7,128 ",$1.32 
Oilfish                       ,447,267,$287 ,$1.08 
Freshwater fishes             ,8,8,$6 ,$0.75 
Jacks                         ,"94,611","87,618","$136,441 ",$1.56 
Kahala (amberjack)            ,"85,017","75,015","$54,510 ",$0.73 
Sasa ulua                     ,488,452,$467 ,$1.03 
Butaguchi (pig-lipped ulua)   ,"27,112","27,005","$30,785 ",$1.14 
Dobe ulua                     ,"1,653","1,638","$2,423 ",$1.48 
Papa ulua                     ,"3,229","3,074","$5,374 ",$1.75 
White ulua                    ,"23,679","22,222","$46,637 ",$2.10 
Gunkin (black) ulua           ,224,224,$340 ,$1.52 
Blue trevally                 ,"13,912","13,578","$21,179 ",$1.56 
Hapuupuu (hawaiian grouper)   ,"59,342","57,886","$98,281 ",$1.70 
Blue spot grouper             ,445,445,"$1,197 ",$2.69 
Kalekale                      ,"18,447","16,433","$34,347 ",$2.09 
Snappers                      ,"11,643","8,494","$9,248 ",$1.09 
Taape (blue lined snapper)    ,"42,462","39,607","$26,024 ",$0.66 
Ehu (red snapper)             ,"37,261","34,750","$92,068 ",$2.65 
Gindai (flower snapper)       ,"4,882","4,420","$8,676 ",$1.96 
Lehi (silverjaw)              ,"21,330","20,582","$52,205 ",$2.54 
Onaga (red snapper)           ,"115,731","111,436","$404,306 ",$3.63 
Opakapaka (pink snapper)      ,"349,891","340,187","$1,032,051 ",$3.03 
Uku (gray snapper)            ,"147,426","143,190","$353,223 ",$2.47 
Porgy                         ,"5,189","4,833","$9,703 ",$2.01 
Reef fishes (unknown)         ,731,356,$529 ,$1.49 
Reef jacks                    ,363,334,$793 ,$2.38 
Squirrelfishes                ,"37,021","34,634","$73,333 ",$2.12 
Trumpetfish                   ,331,269,$163 ,$0.61 
Scorpionfishes                ,"3,181","2,927","$5,987 ",$2.05 
Mountain bass                 ,"5,426","4,981","$8,706 ",$1.75 
Bigeyes                       ,"4,756","4,298","$5,971 ",$1.39 
Goatfishes                    ,"81,361","75,772","$143,228 ",$1.89 
Rudderfish                    ,"11,040","10,108","$7,308 ",$0.72 
Damselfishes                  ,"1,390","1,375","$1,699 ",$1.24 
Hawkfish                      ,545,423,$555 ,$1.31 
Tilapia                       ,"5,654","5,603","$10,436 ",$1.86 
Wrasses                       ,"11,523","9,937","$19,306 ",$1.94 
Parrotfishes                  ,"30,447","28,486","$34,934 ",$1.23 
Gobies                        ,272,262,"$1,434 ",$5.48 
Surgeonfishes/tangs           ,"53,500","49,957","$41,212 ",$0.83 
Flounders                     ,12,12,$12 ,$1.00 
Filefishes                    ,"1,440","1,376",$922 ,$0.67 
Pufferfishes                  ,129,123,$140 ,$1.14 
Moonfish (opah)               ,"10,643","10,643","$7,784 ",$0.73 
Rainbow runner                ,"7,058","6,666","$7,263 ",$1.09 
Mahimahi                      ,"251,889","237,077","$793,590 ",$3.35 
Barracudas                    ,"13,267","10,808","$11,255 ",$1.04 
Wahoo                         ,"272,470","256,858","$660,565 ",$2.57 
Japanese mackerel             ,31,22,$35 ,$1.62 
Tunas (unknown)               ,575,561,$860 ,$1.53 
Skipjack tuna                 ,"3,649,483","3,582,299","$2,885,188 ",$0.81 
Yellowfin tuna                ,"2,011,835","1,919,842","$3,164,463 ",$1.65 
Albacore tuna                 ,"269,781","266,734","$222,677 ",$0.83 
Bigeye tuna                   ,"122,997","121,439","$287,828 ",$2.37 
Kawakawa                      ,"34,849","27,378","$22,656 ",$0.83 
Billfishes (unknown)          ,495,495,$333 ,$0.67 
Swordfish                     ,"32,078","31,408","$72,026 ",$2.29 
Blue marlin                   ,"347,864","302,051","$227,842 ",$0.75 
Black marlin                  ,"11,572","8,202","$9,793 ",$1.19 
Striped marlin                ,"79,923","73,376","$112,258 ",$1.53 
Shortnose spearfish           ,"28,271","24,461","$37,099 ",$1.52 
Sailfish                      ,"2,540","2,161","$2,652 ",$1.23 
Spiny lobsters                ,"224,442","218,444","$1,614,235 ",$7.39 
Slipper lobsters              ,"80,470","51,052","$257,844 ",$5.05 
Crabs                         ,"27,428","22,329","$73,165 ",$3.28 
Shrimp (freshwater)           ,210,90,"$1,468 ",$16.32 
Shrimp (saltwater)            ,"275,548","275,316","$420,241 ",$1.53 
Octopus                       ,"20,640","15,122","$33,289 ",$2.20 
Squid                         ,"11,591","10,723","$14,389 ",$1.34 
Limpets (saltwater)           ,"5,898","5,629","$14,231 ",$2.53 
Invertebrates                 ,"11,597","8,557","$11,093 ",$1.30 
Algae                         ,"15,770","15,229","$24,788 ",$1.63 
TOTAL,"10,039,526","9,614,950","$14,847,718 ",$1.54 
