Species,Caught,Sold,Value,Price/Lb.
Miscellaneous                 ,"6,392","6,239","$1,766 ",$0.28 
Sharks                        ,"1,571",0,$0 ,$0.00 
Rays                          ,28,28,$1 ,$0.04 
Eels                          ,"6,198","6,007",$526 ,$0.09 
Bigeye scad (akule)           ,"160,701","157,505","$117,372 ",$0.75 
Mackerel scad                 ,"292,276","288,235","$103,563 ",$0.36 
Leatherjacket                 ,291,264,$78 ,$0.30 
Ten pounder                   ,"11,747","11,282","$3,315 ",$0.29 
Bonefish                      ,"27,826","27,125","$7,386 ",$0.27 
Herrings/sardines             ,145,83,$19 ,$0.24 
Milkfish                      ,"23,411","23,296","$11,127 ",$0.48 
Flying fishes                 ,115,115,$34 ,$0.30 
Needlefishes                  ,539,536,$97 ,$0.18 
Threadfin                     ,"15,690","14,844","$12,548 ",$0.85 
Mullets                       ,"34,913","34,560","$31,515 ",$0.91 
Oilfish                       ,248,248,$14 ,$0.06 
Jacks                         ,"109,627","107,822","$43,778 ",$0.41 
Kahala (amberjack)            ,"95,916","95,248","$27,597 ",$0.29 
Blue trevally                 ,"3,473","3,471","$1,989 ",$0.57 
Hapuupuu (hawaiian grouper)   ,"24,164","24,054","$9,843 ",$0.41 
Kalekale                      ,"16,081","16,052","$8,676 ",$0.54 
Ehu (red snapper)             ,"23,312","23,067","$18,885 ",$0.82 
Gindai (flower snapper)       ,"1,612","1,612",$775 ,$0.48 
Lehi (silverjaw)              ,989,953,$378 ,$0.40 
Onaga (red snapper)           ,"57,543","57,504","$52,835 ",$0.92 
Opakapaka (pink snapper)      ,"105,860","101,297","$51,240 ",$0.51 
Uku (gray snapper)            ,"89,896","89,414","$36,362 ",$0.41 
Porgy                         ,485,483,$272 ,$0.56 
Reef fishes (unknown)         ,"2,285","2,181",$637 ,$0.29 
Reef jacks                    ,"4,358","3,074","$2,579 ",$0.84 
Squirrelfishes                ,"15,682","15,336","$10,169 ",$0.66 
Trumpetfish                   ,274,262,$125 ,$0.48 
Scorpionfishes                ,"1,477","1,477",$817 ,$0.55 
Mountain bass                 ,"5,672","5,565","$2,865 ",$0.51 
Bigeyes                       ,"2,915","2,756","$1,159 ",$0.42 
Goatfishes                    ,"125,081","123,129","$68,407 ",$0.56 
Rudderfish                    ,"9,643","9,312","$4,315 ",$0.46 
Damselfishes                  ,"2,782","2,711",$996 ,$0.37 
Tilapia                       ,775,605,$66 ,$0.11 
Wrasses                       ,"3,412","3,349","$1,283 ",$0.38 
Parrotfishes                  ,"6,361","6,359","$2,111 ",$0.33 
Gobies                        ,"1,058","1,021","$1,113 ",$1.09 
Surgeonfishes/tangs           ,"62,252","61,700","$13,588 ",$0.22 
Flounders                     ,4,4,$3 ,$0.78 
Filefishes                    ,237,237,$92 ,$0.39 
Moonfish (opah)               ,"6,090","6,090",$268 ,$0.04 
Rainbow runner                ,889,886,$190 ,$0.21 
Mahimahi                      ,"85,418","83,562","$46,561 ",$0.56 
Barracudas                    ,"10,732","10,488","$4,369 ",$0.42 
Wahoo                         ,"33,083","31,320","$6,431 ",$0.21 
Japanese mackerel             ,"1,644","1,644",$560 ,$0.34 
Skipjack tuna                 ,"8,950,156","8,950,019","$1,211,725 ",$0.14 
Yellowfin tuna                ,"500,146","495,706","$185,491 ",$0.37 
Albacore tuna                 ,"9,495","9,495","$3,106 ",$0.33 
Bigeye tuna                   ,"839,485","839,373","$493,568 ",$0.59 
Kawakawa                      ,"34,534","33,479","$5,835 ",$0.17 
Swordfish                     ,"34,395","34,395","$5,761 ",$0.17 
Blue marlin                   ,"174,577","169,826","$47,909 ",$0.28 
Black marlin                  ,"5,980","5,530","$2,140 ",$0.39 
Striped marlin                ,"501,814","500,956","$131,595 ",$0.26 
Shortnose spearfish           ,"1,632","1,610",$241 ,$0.15 
Sailfish                      ,"11,275","11,275","$1,570 ",$0.14 
Spiny lobsters                ,"9,846","9,735","$7,895 ",$0.81 
Slipper lobsters              ,10,10,$6 ,$0.69 
Crabs                         ,"24,939","23,903","$14,175 ",$0.59 
Shrimp (freshwater)           ,150,123,$107 ,$0.88 
Octopus                       ,"7,406","7,283","$4,197 ",$0.58 
Squid                         ,"8,711","8,704","$3,204 ",$0.37 
Limpets (saltwater)           ,"19,111","18,977","$8,786 ",$0.46 
Clams                         ,607,607,$273 ,$0.45 
Invertebrates                 ,522,522,$495 ,$0.95 
Sea turtles                   ,"1,661","1,156",$326 ,$0.28 
Algae                         ,"12,271","12,266","$2,956 ",$0.24 
TOTAL,"12,641,897","12,599,362","$2,842,089 ",$0.23 
