Species,Caught,Sold,Value,Price/Lb.
Miscellaneous                 ,"19,315","18,519","$33,826 ",$1.83 
Sharks                        ,"233,331","183,751","$142,307 ",$0.77 
Rays                          ,170,0,$0 ,$0.00 
Eels                          ,372,343,$250 ,$0.73 
Armorhead                     ,31,31,$125 ,$4.06 
Bigeye scad (akule)           ,"582,822","548,330","$969,555 ",$1.77 
Mackerel scad                 ,"374,754","359,433","$570,594 ",$1.59 
Leatherjacket                 ,482,310,$345 ,$1.12 
Ten pounder                   ,"1,820","1,762","$1,629 ",$0.92 
Bonefish                      ,"10,852","10,139","$9,659 ",$0.95 
Milkfish                      ,"3,300","3,274","$5,810 ",$1.77 
Flying fishes                 ,16,10,$3 ,$0.31 
Needlefishes                  ,94,62,$92 ,$1.50 
Threadfin                     ,"1,790","1,559","$7,780 ",$4.99 
Mullets                       ,"6,156","5,291","$14,128 ",$2.67 
Pomfret                       ,"54,700","54,513","$83,565 ",$1.53 
Oilfish                       ,"111,733","111,465","$210,561 ",$1.89 
Jacks                         ,"60,994","49,346","$82,491 ",$1.67 
Kahala (amberjack)            ,"12,262","1,454","$1,403 ",$0.97 
Sasa ulua                     ,200,176,$226 ,$1.29 
Butaguchi (pig-lipped ulua)   ,"65,844","65,774","$101,984 ",$1.55 
Dobe ulua                     ,153,71,$106 ,$1.50 
Papa ulua                     ,"4,780","4,602","$8,174 ",$1.78 
White ulua                    ,"13,060","12,142","$18,398 ",$1.52 
Gunkin (black) ulua           ,496,494,$694 ,$1.41 
Blue trevally                 ,"5,820","4,145","$6,983 ",$1.68 
Hapuupuu (hawaiian grouper)   ,"66,032","64,418","$172,740 ",$2.68 
Blue spot grouper             ,683,656,"$1,605 ",$2.45 
Kalekale                      ,"25,318","22,338","$48,493 ",$2.17 
Snappers                      ,"2,683","2,309","$7,801 ",$3.38 
Taape (blue lined snapper)    ,"66,698","59,659","$42,017 ",$0.70 
Ehu (red snapper)             ,"46,889","43,060","$153,342 ",$3.56 
Gindai (flower snapper)       ,"6,766","6,252","$18,069 ",$2.89 
Lehi (silverjaw)              ,"12,925","12,169","$37,851 ",$3.11 
Onaga (red snapper)           ,"128,654","124,751","$632,074 ",$5.07 
Opakapaka (pink snapper)      ,"217,021","211,144","$889,731 ",$4.21 
Uku (gray snapper)            ,"151,033","145,141","$455,866 ",$3.14 
Snake mackerel                ,75,75,$129 ,$1.73 
Porgy                         ,"2,104","1,768","$4,553 ",$2.58 
Reef fishes (unknown)         ,810,156,$104 ,$0.67 
Reef jacks                    ,35,31,$42 ,$1.37 
Squirrelfishes                ,"33,652","30,745","$91,785 ",$2.99 
Trumpetfish                   ,117,110,$125 ,$1.14 
Scorpionfishes                ,"4,922","4,613","$16,755 ",$3.63 
Mountain bass                 ,"2,905","2,414","$5,885 ",$2.44 
Bigeyes                       ,"4,939","4,396","$9,319 ",$2.12 
Goatfishes                    ,"53,386","48,502","$129,302 ",$2.67 
Rudderfish                    ,"11,870","10,393","$7,499 ",$0.72 
Damselfishes                  ,"1,072",931,"$1,645 ",$1.77 
Hawkfish                      ,537,479,$839 ,$1.75 
Tilapia                       ,"19,949","18,967","$12,709 ",$0.67 
Wrasses                       ,"9,343","7,522","$18,154 ",$2.41 
Parrotfishes                  ,"25,797","24,128","$48,665 ",$2.02 
Surgeonfishes/tangs           ,"61,310","54,582","$63,072 ",$1.16 
Flounders                     ,336,336,$722 ,$2.15 
Filefishes                    ,707,637,"$1,265 ",$1.99 
Moonfish (opah)               ,"197,079","196,955","$218,359 ",$1.11 
Rainbow runner                ,"5,212","4,715","$6,880 ",$1.46 
Mahimahi                      ,"1,250,045","1,178,696","$1,980,120 ",$1.68 
Barracudas                    ,"16,275","14,899","$16,507 ",$1.11 
Wahoo                         ,"452,403","415,364","$1,012,907 ",$2.44 
Tunas (unknown)               ,"3,104","2,531","$9,508 ",$3.76 
Skipjack tuna                 ,"2,665,231","2,539,062","$3,334,364 ",$1.31 
Yellowfin tuna                ,"3,537,483","3,410,970","$7,683,207 ",$2.25 
Albacore tuna                 ,"713,295","702,576","$871,607 ",$1.24 
Bigeye tuna                   ,"3,145,200","3,112,817","$11,151,579 ",$3.58 
Kawakawa                      ,"18,722","12,238","$16,479 ",$1.35 
Billfishes (unknown)          ,40,0,$0 ,$0.00 
Swordfish                     ,"10,149,840","9,918,456","$29,093,809 ",$2.93 
Blue marlin                   ,"1,304,494","1,179,201","$958,059 ",$0.81 
Black marlin                  ,"35,038","34,244","$30,322 ",$0.89 
Striped marlin                ,"1,286,483","1,261,066","$1,289,755 ",$1.02 
Shortnose spearfish           ,"192,989","181,958","$169,019 ",$0.93 
Sailfish                      ,"15,262","13,910","$12,073 ",$0.87 
Spiny lobsters                ,"53,090","52,322","$761,253 ",$14.55 
Slipper lobsters              ,"19,320","19,251","$224,963 ",$11.69 
Crabs                         ,"55,615","51,011","$224,249 ",$4.40 
Shrimp (freshwater)           ,"1,700","1,700","$5,500 ",$3.24 
Shrimp (saltwater)            ,"8,101","8,091","$34,018 ",$4.20 
Octopus                       ,"15,269","10,337","$28,061 ",$2.71 
Squid                         ,"7,279","6,236","$11,705 ",$1.88 
Limpets (saltwater)           ,"6,367","4,952","$17,698 ",$3.57 
Invertebrates                 ,"2,481","2,426","$36,315 ",$14.97 
Algae                         ,"9,502","8,459","$33,620 ",$3.97 
TOTAL,"27,690,835","26,684,121","$64,374,823 ",$2.41 
