"Species","Year","Caught","Sold","ReportingDiff","PercRepDiff","Value","PricePerLb","InflAdj","AdjValue","AdjPricePerLb","Species","FisheryGroup","Genus","SpeciesName","SpeciesLabelShort","SpeciesLabelLong"
"Yellowfintuna",1970,705304,683013,22291,3.26362748586045,498978,0.73,6.22,3103643.16,4.5406,"Yellowfintuna","Tuna","Thunnus","Thunnus albacares","T_Y-Fin","Yellowfin Tuna"
"Yellowfintuna",1971,857077,826586,30491,3.68878737360662,517113,0.63,5.96,3081993.48,3.7548,"Yellowfintuna","Tuna","Thunnus","Thunnus albacares","T_Y-Fin","Yellowfin Tuna"
"Yellowfintuna",1972,825854,783851,42003,5.3585439069415,560355,0.71,5.78,3238851.9,4.1038,"Yellowfintuna","Tuna","Thunnus","Thunnus albacares","T_Y-Fin","Yellowfin Tuna"
"Yellowfintuna",1973,769418,722342,47076,6.51713454291734,625486,0.87,5.44,3402643.84,4.7328,"Yellowfintuna","Tuna","Thunnus","Thunnus albacares","T_Y-Fin","Yellowfin Tuna"
"Yellowfintuna",1974,1154095,1103636,50459,4.57206905175257,983060,0.89,4.9,4816994,4.361,"Yellowfintuna","Tuna","Thunnus","Thunnus albacares","T_Y-Fin","Yellowfin Tuna"
"Yellowfintuna",1975,1721664,1558012,163652,10.5038985579058,1371145,0.88,4.49,6156441.05,3.9512,"Yellowfintuna","Tuna","Thunnus","Thunnus albacares","T_Y-Fin","Yellowfin Tuna"
"Yellowfintuna",1976,1851632,1702086,149546,8.78604253839113,1672716,0.98,4.24,7092315.84,4.1552,"Yellowfintuna","Tuna","Thunnus","Thunnus albacares","T_Y-Fin","Yellowfin Tuna"
"Yellowfintuna",1977,2054838,1930412,124426,6.44556706029594,2038244,1.06,3.98,8112211.12,4.2188,"Yellowfintuna","Tuna","Thunnus","Thunnus albacares","T_Y-Fin","Yellowfin Tuna"
"Yellowfintuna",1978,2123874,2012297,111577,5.54475805509823,2473801,1.23,3.7,9153063.7,4.551,"Yellowfintuna","Tuna","Thunnus","Thunnus albacares","T_Y-Fin","Yellowfin Tuna"
"Yellowfintuna",1979,2164267,2047936,116331,5.68040212194131,2757137,1.35,3.33,9181266.21,4.4955,"Yellowfintuna","Tuna","Thunnus","Thunnus albacares","T_Y-Fin","Yellowfin Tuna"
"Yellowfintuna",1980,2639212,2508470,130742,5.21202167058008,3239340,1.29,2.93,9491266.2,3.7797,"Yellowfintuna","Tuna","Thunnus","Thunnus albacares","T_Y-Fin","Yellowfin Tuna"
"Yellowfintuna",1981,2802316,2717029,85287,3.13898011394063,3495623,1.29,2.66,9298357.18,3.4314,"Yellowfintuna","Tuna","Thunnus","Thunnus albacares","T_Y-Fin","Yellowfin Tuna"
"Yellowfintuna",1982,1811406,1742001,69405,3.9842112604987,2698180,1.55,2.5,6745450,3.875,"Yellowfintuna","Tuna","Thunnus","Thunnus albacares","T_Y-Fin","Yellowfin Tuna"
"Yellowfintuna",1983,2016423,1935232,81191,4.19541429658046,2986821,1.54,2.42,7228106.82,3.7268,"Yellowfintuna","Tuna","Thunnus","Thunnus albacares","T_Y-Fin","Yellowfin Tuna"
"Yellowfintuna",1984,2011835,1919842,91993,4.79169640001625,3164463,1.65,2.32,7341554.16,3.828,"Yellowfintuna","Tuna","Thunnus","Thunnus albacares","T_Y-Fin","Yellowfin Tuna"
"Yellowfintuna",1985,2398265,2310148,88117,3.81434436235254,3409147,1.48,2.24,7636489.28,3.3152,"Yellowfintuna","Tuna","Thunnus","Thunnus albacares","T_Y-Fin","Yellowfin Tuna"
"Yellowfintuna",1986,3825193,3653369,171824,4.70316576288899,4508644,1.23,2.2,9919016.8,2.706,"Yellowfintuna","Tuna","Thunnus","Thunnus albacares","T_Y-Fin","Yellowfin Tuna"
"Yellowfintuna",1987,3858199,3660074,198125,5.4131419200814,5305439,1.45,2.13,11300585.07,3.0885,"Yellowfintuna","Tuna","Thunnus","Thunnus albacares","T_Y-Fin","Yellowfin Tuna"
"Yellowfintuna",1988,2514453,2416375,98078,4.05888986601831,4530033,1.87,2.04,9241267.32,3.8148,"Yellowfintuna","Tuna","Thunnus","Thunnus albacares","T_Y-Fin","Yellowfin Tuna"
"Yellowfintuna",1989,3109113,3042183,66930,2.20006488761524,6765916,2.22,1.95,13193536.2,4.329,"Yellowfintuna","Tuna","Thunnus","Thunnus albacares","T_Y-Fin","Yellowfin Tuna"
"Yellowfintuna",1990,4020870,3863489,157381,4.07354595807054,8945144,2.32,1.85,16548516.4,4.292,"Yellowfintuna","Tuna","Thunnus","Thunnus albacares","T_Y-Fin","Yellowfin Tuna"
"Yellowfintuna",1991,3537483,3410970,126513,3.70900359721721,7683207,2.25,1.77,13599276.39,3.9825,"Yellowfintuna","Tuna","Thunnus","Thunnus albacares","T_Y-Fin","Yellowfin Tuna"
"Yellowfintuna",1992,2963139,2850555,112584,3.94954666722796,6174852,2.17,1.72,10620745.44,3.7324,"Yellowfintuna","Tuna","Thunnus","Thunnus albacares","T_Y-Fin","Yellowfin Tuna"
"Yellowfintuna",1993,3750709,3648581,102128,2.79911560138037,8144077,2.23,1.67,13600608.59,3.7241,"Yellowfintuna","Tuna","Thunnus","Thunnus albacares","T_Y-Fin","Yellowfin Tuna"
"Yellowfintuna",1994,4084083,3944495,139588,3.53880534770611,9695146,2.46,1.63,15803087.98,4.0098,"Yellowfintuna","Tuna","Thunnus","Thunnus albacares","T_Y-Fin","Yellowfin Tuna"
"Yellowfintuna",1995,4819865,4644796,175069,3.76914292898978,10500925,2.26,1.58,16591461.5,3.5708,"Yellowfintuna","Tuna","Thunnus","Thunnus albacares","T_Y-Fin","Yellowfin Tuna"
"Yellowfintuna",1996,3809304,3664114,145190,3.96248588335407,9083948,2.48,1.54,13989279.92,3.8192,"Yellowfintuna","Tuna","Thunnus","Thunnus albacares","T_Y-Fin","Yellowfin Tuna"
"Yellowfintuna",1997,4399599,4275019,124580,2.91413909505431,10255111,2.4,1.5,15382666.5,3.6,"Yellowfintuna","Tuna","Thunnus","Thunnus albacares","T_Y-Fin","Yellowfin Tuna"
"Yellowfintuna",1998,3842213,3691922,150291,4.07080647966019,8102381,2.19,1.48,11991523.88,3.2412,"Yellowfintuna","Tuna","Thunnus","Thunnus albacares","T_Y-Fin","Yellowfin Tuna"
"Yellowfintuna",1999,4004063,3852976,151087,3.92130654330575,8177425,2.12,1.45,11857266.25,3.074,"Yellowfintuna","Tuna","Thunnus","Thunnus albacares","T_Y-Fin","Yellowfin Tuna"
"Yellowfintuna",2000,5122631,5021586,101045,2.01221287457787,13402134,2.67,1.4,18762987.6,3.738,"Yellowfintuna","Tuna","Thunnus","Thunnus albacares","T_Y-Fin","Yellowfin Tuna"
"Yellowfintuna",2001,4338727,4231407,107320,2.5362722139468,9922753,2.35,1.36,13494944.08,3.196,"Yellowfintuna","Tuna","Thunnus","Thunnus albacares","T_Y-Fin","Yellowfin Tuna"
"Yellowfintuna",2002,2784519,2633486,151033,5.73509788926161,5969070,2.27,1.34,7998553.8,3.0418,"Yellowfintuna","Tuna","Thunnus","Thunnus albacares","T_Y-Fin","Yellowfin Tuna"
"Yellowfintuna",2003,3461660,3461660,0,0,8682830,2.51,1.31,11374507.3,3.2881,"Yellowfintuna","Tuna","Thunnus","Thunnus albacares","T_Y-Fin","Yellowfin Tuna"
"Yellowfintuna",2004,3173499,3111596,61903,1.9894292189603,7093224,2.28,1.28,9079326.72,2.9184,"Yellowfintuna","Tuna","Thunnus","Thunnus albacares","T_Y-Fin","Yellowfin Tuna"
"Yellowfintuna",2005,3286667,3211692,74975,2.33443929243526,7375524,2.3,1.24,9145649.76,2.852,"Yellowfintuna","Tuna","Thunnus","Thunnus albacares","T_Y-Fin","Yellowfin Tuna"
"Yellowfintuna",2006,3215483,3030123,185360,6.11724342543191,7935389,2.62,1.2,9522466.8,3.144,"Yellowfintuna","Tuna","Thunnus","Thunnus albacares","T_Y-Fin","Yellowfin Tuna"
"Yellowfintuna",2007,3523122,3247211,275911,8.49686084458324,7243356,2.23,1.16,8402292.96,2.5868,"Yellowfintuna","Tuna","Thunnus","Thunnus albacares","T_Y-Fin","Yellowfin Tuna"
"Yellowfintuna",2008,3468597,3204450,264147,8.24313064644479,8648731,2.7,1.12,9686578.72,3.024,"Yellowfintuna","Tuna","Thunnus","Thunnus albacares","T_Y-Fin","Yellowfin Tuna"
"Yellowfintuna",2009,2801446,2485076,316370,12.73079777037,6274280,2.52,1.13,7089936.4,2.8476,"Yellowfintuna","Tuna","Thunnus","Thunnus albacares","T_Y-Fin","Yellowfin Tuna"
"Yellowfintuna",2010,2743622,2423827,319795,13.1938046733533,7059830,2.91,1.11,7836411.3,3.2301,"Yellowfintuna","Tuna","Thunnus","Thunnus albacares","T_Y-Fin","Yellowfin Tuna"
"Yellowfintuna",2011,3790980,3450082,340898,9.88086659969241,10002200,2.9,1.07,10702354,3.103,"Yellowfintuna","Tuna","Thunnus","Thunnus albacares","T_Y-Fin","Yellowfin Tuna"
"Yellowfintuna",2012,4140823,3677963,462860,12.5846834239496,13439314,3.65,1.05,14111279.7,3.8325,"Yellowfintuna","Tuna","Thunnus","Thunnus albacares","T_Y-Fin","Yellowfin Tuna"
"Yellowfintuna",2013,3690326,3443497,246829,7.16797488134882,12534502,3.64,1.04,13035882.08,3.7856,"Yellowfintuna","Tuna","Thunnus","Thunnus albacares","T_Y-Fin","Yellowfin Tuna"
"Yellowfintuna",2014,3533601,3313308,220293,6.64873292793788,11250856,3.4,1.02,11475873.12,3.468,"Yellowfintuna","Tuna","Thunnus","Thunnus albacares","T_Y-Fin","Yellowfin Tuna"
"Yellowfintuna",2015,3967304,3712340,254964,6.86801316689743,11121978,3,1,11121978,3,"Yellowfintuna","Tuna","Thunnus","Thunnus albacares","T_Y-Fin","Yellowfin Tuna"
