"Species","Year","Caught","Sold","ReportingDiff","PercRepDiff","Value","PricePerLb","InflAdj","AdjValue","AdjPricePerLb","Species","FisheryGroup","Genus","SpeciesName","SpeciesLabelShort","SpeciesLabelLong"
"Albacoretuna",1948,91634,91638,-4,-0.00436500141862546,31343,0.34,9.83,308101.69,3.3422,"Albacoretuna","Tuna","Thunnus","Thunnus alalunga","T_Alba","Albacore Tuna"
"Albacoretuna",1949,84123,84123,0,0,25560,0.3,9.96,254577.6,2.988,"Albacoretuna","Tuna","Thunnus","Thunnus alalunga","T_Alba","Albacore Tuna"
"Albacoretuna",1950,58753,58753,0,0,11382,0.19,9.83,111885.06,1.8677,"Albacoretuna","Tuna","Thunnus","Thunnus alalunga","T_Alba","Albacore Tuna"
"Albacoretuna",1951,50334,50334,0,0,12787,0.25,9.12,116617.44,2.28,"Albacoretuna","Tuna","Thunnus","Thunnus alalunga","T_Alba","Albacore Tuna"
"Albacoretuna",1952,105000,104972,28,0.0266737796745799,23995,0.23,8.94,214515.3,2.0562,"Albacoretuna","Tuna","Thunnus","Thunnus alalunga","T_Alba","Albacore Tuna"
"Albacoretuna",1953,49217,49022,195,0.397780588307291,8568,0.17,8.88,76083.84,1.5096,"Albacoretuna","Tuna","Thunnus","Thunnus alalunga","T_Alba","Albacore Tuna"
"Albacoretuna",1954,29750,29692,58,0.195338811801159,5162,0.17,8.98,46354.76,1.5266,"Albacoretuna","Tuna","Thunnus","Thunnus alalunga","T_Alba","Albacore Tuna"
"Albacoretuna",1955,21936,21936,0,0,4457,0.2,9.01,40157.57,1.802,"Albacoretuna","Tuna","Thunnus","Thunnus alalunga","T_Alba","Albacore Tuna"
"Albacoretuna",1956,13425,13425,0,0,4673,0.35,8.88,41496.24,3.108,"Albacoretuna","Tuna","Thunnus","Thunnus alalunga","T_Alba","Albacore Tuna"
"Albacoretuna",1957,9640,9593,47,0.489940581674137,2642,0.28,8.59,22694.78,2.4052,"Albacoretuna","Tuna","Thunnus","Thunnus alalunga","T_Alba","Albacore Tuna"
"Albacoretuna",1958,16217,16217,0,0,3539,0.22,8.35,29550.65,1.837,"Albacoretuna","Tuna","Thunnus","Thunnus alalunga","T_Alba","Albacore Tuna"
"Albacoretuna",1959,11288,11288,0,0,2393,0.21,8.3,19861.9,1.743,"Albacoretuna","Tuna","Thunnus","Thunnus alalunga","T_Alba","Albacore Tuna"
"Albacoretuna",1960,8918,8918,0,0,2597,0.29,8.16,21191.52,2.3664,"Albacoretuna","Tuna","Thunnus","Thunnus alalunga","T_Alba","Albacore Tuna"
"Albacoretuna",1961,13560,13560,0,0,4079,0.3,8.07,32917.53,2.421,"Albacoretuna","Tuna","Thunnus","Thunnus alalunga","T_Alba","Albacore Tuna"
"Albacoretuna",1962,16704,16704,0,0,4030,0.24,7.99,32199.7,1.9176,"Albacoretuna","Tuna","Thunnus","Thunnus alalunga","T_Alba","Albacore Tuna"
"Albacoretuna",1963,15048,15048,0,0,4679,0.31,7.89,36917.31,2.4459,"Albacoretuna","Tuna","Thunnus","Thunnus alalunga","T_Alba","Albacore Tuna"
"Albacoretuna",1964,9495,9495,0,0,3106,0.33,7.79,24195.74,2.5707,"Albacoretuna","Tuna","Thunnus","Thunnus alalunga","T_Alba","Albacore Tuna"
"Albacoretuna",1965,6731,6731,0,0,1751,0.26,7.66,13412.66,1.9916,"Albacoretuna","Tuna","Thunnus","Thunnus alalunga","T_Alba","Albacore Tuna"
"Albacoretuna",1966,19111,19111,0,0,6376,0.33,7.45,47501.2,2.4585,"Albacoretuna","Tuna","Thunnus","Thunnus alalunga","T_Alba","Albacore Tuna"
"Albacoretuna",1967,26361,26361,0,0,8898,0.34,7.23,64332.54,2.4582,"Albacoretuna","Tuna","Thunnus","Thunnus alalunga","T_Alba","Albacore Tuna"
"Albacoretuna",1968,22640,22640,0,0,8214,0.36,6.94,57005.16,2.4984,"Albacoretuna","Tuna","Thunnus","Thunnus alalunga","T_Alba","Albacore Tuna"
"Albacoretuna",1969,27402,27348,54,0.197455024133392,12363,0.45,6.58,81348.54,2.961,"Albacoretuna","Tuna","Thunnus","Thunnus alalunga","T_Alba","Albacore Tuna"
"Albacoretuna",1970,20001,20001,0,0,10639,0.53,6.22,66174.58,3.2966,"Albacoretuna","Tuna","Thunnus","Thunnus alalunga","T_Alba","Albacore Tuna"
"Albacoretuna",1971,23414,23414,0,0,11077,0.47,5.96,66018.92,2.8012,"Albacoretuna","Tuna","Thunnus","Thunnus alalunga","T_Alba","Albacore Tuna"
"Albacoretuna",1972,17975,17975,0,0,11736,0.65,5.78,67834.08,3.757,"Albacoretuna","Tuna","Thunnus","Thunnus alalunga","T_Alba","Albacore Tuna"
"Albacoretuna",1973,30735,30735,0,0,27641,0.9,5.44,150367.04,4.896,"Albacoretuna","Tuna","Thunnus","Thunnus alalunga","T_Alba","Albacore Tuna"
"Albacoretuna",1974,19509,19411,98,0.504868373602597,14890,0.77,4.9,72961,3.773,"Albacoretuna","Tuna","Thunnus","Thunnus alalunga","T_Alba","Albacore Tuna"
"Albacoretuna",1975,94253,91465,2788,3.04816049855136,83485,0.91,4.49,374847.65,4.0859,"Albacoretuna","Tuna","Thunnus","Thunnus alalunga","T_Alba","Albacore Tuna"
"Albacoretuna",1976,60149,59277,872,1.47105960153179,40314,0.68,4.24,170931.36,2.8832,"Albacoretuna","Tuna","Thunnus","Thunnus alalunga","T_Alba","Albacore Tuna"
"Albacoretuna",1977,79385,79280,105,0.132441977800202,72896,0.92,3.98,290126.08,3.6616,"Albacoretuna","Tuna","Thunnus","Thunnus alalunga","T_Alba","Albacore Tuna"
"Albacoretuna",1978,694406,693679,727,0.104803518630375,493311,0.71,3.7,1825250.7,2.627,"Albacoretuna","Tuna","Thunnus","Thunnus alalunga","T_Alba","Albacore Tuna"
"Albacoretuna",1979,43301,43292,9,0.0207890603344729,55933,1.29,3.33,186256.89,4.2957,"Albacoretuna","Tuna","Thunnus","Thunnus alalunga","T_Alba","Albacore Tuna"
"Albacoretuna",1980,149623,149433,190,0.127147283397911,118645,0.79,2.93,347629.85,2.3147,"Albacoretuna","Tuna","Thunnus","Thunnus alalunga","T_Alba","Albacore Tuna"
"Albacoretuna",1981,242874,242428,446,0.183972148431699,237358,0.98,2.66,631372.28,2.6068,"Albacoretuna","Tuna","Thunnus","Thunnus alalunga","T_Alba","Albacore Tuna"
"Albacoretuna",1982,362561,362441,120,0.0331088370245088,250601,0.69,2.5,626502.5,1.725,"Albacoretuna","Tuna","Thunnus","Thunnus alalunga","T_Alba","Albacore Tuna"
"Albacoretuna",1983,433325,423069,10256,2.4241908530287,316517,0.75,2.42,765971.14,1.815,"Albacoretuna","Tuna","Thunnus","Thunnus alalunga","T_Alba","Albacore Tuna"
"Albacoretuna",1984,269781,266734,3047,1.1423365600186,222677,0.83,2.32,516610.64,1.9256,"Albacoretuna","Tuna","Thunnus","Thunnus alalunga","T_Alba","Albacore Tuna"
"Albacoretuna",1985,93486,92958,528,0.567998450913316,72915,0.78,2.24,163329.6,1.7472,"Albacoretuna","Tuna","Thunnus","Thunnus alalunga","T_Alba","Albacore Tuna"
"Albacoretuna",1986,197586,197424,162,0.0820568927789934,167434,0.85,2.2,368354.8,1.87,"Albacoretuna","Tuna","Thunnus","Thunnus alalunga","T_Alba","Albacore Tuna"
"Albacoretuna",1987,32442,31472,970,3.0821047280122,41060,1.3,2.13,87457.8,2.769,"Albacoretuna","Tuna","Thunnus","Thunnus alalunga","T_Alba","Albacore Tuna"
"Albacoretuna",1988,55565,55339,226,0.408391911671696,80942,1.46,2.04,165121.68,2.9784,"Albacoretuna","Tuna","Thunnus","Thunnus alalunga","T_Alba","Albacore Tuna"
"Albacoretuna",1989,306197,304789,1408,0.461958928963972,403559,1.32,1.95,786940.05,2.574,"Albacoretuna","Tuna","Thunnus","Thunnus alalunga","T_Alba","Albacore Tuna"
"Albacoretuna",1990,282664,281854,810,0.287382829408133,443340,1.57,1.85,820179,2.9045,"Albacoretuna","Tuna","Thunnus","Thunnus alalunga","T_Alba","Albacore Tuna"
"Albacoretuna",1991,713295,702576,10719,1.5256712441074,871607,1.24,1.77,1542744.39,2.1948,"Albacoretuna","Tuna","Thunnus","Thunnus alalunga","T_Alba","Albacore Tuna"
"Albacoretuna",1992,741632,734421,7211,0.981861902097026,781734,1.06,1.72,1344582.48,1.8232,"Albacoretuna","Tuna","Thunnus","Thunnus alalunga","T_Alba","Albacore Tuna"
"Albacoretuna",1993,956916,947911,9005,0.949983701001465,1107579,1.17,1.67,1849656.93,1.9539,"Albacoretuna","Tuna","Thunnus","Thunnus alalunga","T_Alba","Albacore Tuna"
"Albacoretuna",1994,1203589,1199110,4479,0.373527032549141,1357264,1.13,1.63,2212340.32,1.8419,"Albacoretuna","Tuna","Thunnus","Thunnus alalunga","T_Alba","Albacore Tuna"
"Albacoretuna",1995,2785288,2643141,142147,5.37795751342815,2554482,0.97,1.58,4036081.56,1.5326,"Albacoretuna","Tuna","Thunnus","Thunnus alalunga","T_Alba","Albacore Tuna"
"Albacoretuna",1996,2569974,2530745,39229,1.55009690822268,3125130,1.23,1.54,4812700.2,1.8942,"Albacoretuna","Tuna","Thunnus","Thunnus alalunga","T_Alba","Albacore Tuna"
"Albacoretuna",1997,3444185,3425299,18886,0.551367924376821,4065512,1.19,1.5,6098268,1.785,"Albacoretuna","Tuna","Thunnus","Thunnus alalunga","T_Alba","Albacore Tuna"
"Albacoretuna",1998,2847574,2810102,37472,1.33347472796361,3409750,1.21,1.48,5046430,1.7908,"Albacoretuna","Tuna","Thunnus","Thunnus alalunga","T_Alba","Albacore Tuna"
"Albacoretuna",1999,3587240,3565041,22199,0.622685685802772,4064182,1.14,1.45,5893063.9,1.653,"Albacoretuna","Tuna","Thunnus","Thunnus alalunga","T_Alba","Albacore Tuna"
"Albacoretuna",2000,2355972,2305604,50368,2.18459024186287,3264842,1.42,1.4,4570778.8,1.988,"Albacoretuna","Tuna","Thunnus","Thunnus alalunga","T_Alba","Albacore Tuna"
"Albacoretuna",2001,3488141,3415395,72746,2.12994397426945,3674457,1.08,1.36,4997261.52,1.4688,"Albacoretuna","Tuna","Thunnus","Thunnus alalunga","T_Alba","Albacore Tuna"
"Albacoretuna",2002,1678312,1641889,36423,2.21835946278951,1925728,1.17,1.34,2580475.52,1.5678,"Albacoretuna","Tuna","Thunnus","Thunnus alalunga","T_Alba","Albacore Tuna"
"Albacoretuna",2003,1347661,1342493,5168,0.384955452281688,1561827,1.16,1.31,2045993.37,1.5196,"Albacoretuna","Tuna","Thunnus","Thunnus alalunga","T_Alba","Albacore Tuna"
"Albacoretuna",2004,1151925,1139831,12094,1.06103448669145,1506418,1.32,1.28,1928215.04,1.6896,"Albacoretuna","Tuna","Thunnus","Thunnus alalunga","T_Alba","Albacore Tuna"
"Albacoretuna",2005,1035650,1010000,25650,2.53960396039604,1508684,1.49,1.24,1870768.16,1.8476,"Albacoretuna","Tuna","Thunnus","Thunnus alalunga","T_Alba","Albacore Tuna"
"Albacoretuna",2006,786220,763586,22634,2.96417168465635,1281754,1.68,1.2,1538104.8,2.016,"Albacoretuna","Tuna","Thunnus","Thunnus alalunga","T_Alba","Albacore Tuna"
"Albacoretuna",2007,765119,735426,29693,4.0375238297259,1131288,1.54,1.16,1312294.08,1.7864,"Albacoretuna","Tuna","Thunnus","Thunnus alalunga","T_Alba","Albacore Tuna"
"Albacoretuna",2008,854500,803337,51163,6.36880910502068,1343758,1.67,1.12,1505008.96,1.8704,"Albacoretuna","Tuna","Thunnus","Thunnus alalunga","T_Alba","Albacore Tuna"
"Albacoretuna",2009,733181,650025,83156,12.7927387408177,1071089,1.65,1.13,1210330.57,1.8645,"Albacoretuna","Tuna","Thunnus","Thunnus alalunga","T_Alba","Albacore Tuna"
"Albacoretuna",2010,981086,926942,54144,5.84114216423466,1318462,1.42,1.11,1463492.82,1.5762,"Albacoretuna","Tuna","Thunnus","Thunnus alalunga","T_Alba","Albacore Tuna"
"Albacoretuna",2011,1770335,1594706,175629,11.0132525995387,2561525,1.61,1.07,2740831.75,1.7227,"Albacoretuna","Tuna","Thunnus","Thunnus alalunga","T_Alba","Albacore Tuna"
"Albacoretuna",2012,2076538,1932337,144201,7.46251818393996,4098835,2.12,1.05,4303776.75,2.226,"Albacoretuna","Tuna","Thunnus","Thunnus alalunga","T_Alba","Albacore Tuna"
"Albacoretuna",2013,828527,805344,23183,2.87864564707752,1757617,2.18,1.04,1827921.68,2.2672,"Albacoretuna","Tuna","Thunnus","Thunnus alalunga","T_Alba","Albacore Tuna"
"Albacoretuna",2014,543218,502472,40746,8.10910856724355,996768,1.98,1.02,1016703.36,2.0196,"Albacoretuna","Tuna","Thunnus","Thunnus alalunga","T_Alba","Albacore Tuna"
"Albacoretuna",2015,698758,662368,36390,5.49392482728634,1058188,1.6,1,1058188,1.6,"Albacoretuna","Tuna","Thunnus","Thunnus alalunga","T_Alba","Albacore Tuna"
"Bigeyetuna",1948,548317,548019,298,0.0543776766863923,251071,0.46,9.83,2468027.93,4.5218,"Bigeyetuna","Tuna","Thunnus","Thunnus obesus","T_Bigeye","Bigeye Tuna"
"Bigeyetuna",1949,1146603,1147679,-1076,-0.0937544383054844,383373,0.33,9.96,3818395.08,3.2868,"Bigeyetuna","Tuna","Thunnus","Thunnus obesus","T_Bigeye","Bigeye Tuna"
"Bigeyetuna",1950,1662458,1661548,910,0.0547682041084579,486798,0.29,9.83,4785224.34,2.8507,"Bigeyetuna","Tuna","Thunnus","Thunnus obesus","T_Bigeye","Bigeye Tuna"
"Bigeyetuna",1951,1975250,1974007,1243,0.0629683683999094,585092,0.3,9.12,5336039.04,2.736,"Bigeyetuna","Tuna","Thunnus","Thunnus obesus","T_Bigeye","Bigeye Tuna"
"Bigeyetuna",1952,2217439,2215535,1904,0.0859386107644429,695291,0.31,8.94,6215901.54,2.7714,"Bigeyetuna","Tuna","Thunnus","Thunnus obesus","T_Bigeye","Bigeye Tuna"
"Bigeyetuna",1953,2827249,2838733,-11484,-0.404546676281285,742776,0.26,8.88,6595850.88,2.3088,"Bigeyetuna","Tuna","Thunnus","Thunnus obesus","T_Bigeye","Bigeye Tuna"
"Bigeyetuna",1954,2754254,2750866,3388,0.123161215413619,670772,0.24,8.98,6023532.56,2.1552,"Bigeyetuna","Tuna","Thunnus","Thunnus obesus","T_Bigeye","Bigeye Tuna"
"Bigeyetuna",1955,2201650,2201650,0,0,702871,0.32,9.01,6332867.71,2.8832,"Bigeyetuna","Tuna","Thunnus","Thunnus obesus","T_Bigeye","Bigeye Tuna"
"Bigeyetuna",1956,2307167,2307167,0,0,718354,0.31,8.88,6378983.52,2.7528,"Bigeyetuna","Tuna","Thunnus","Thunnus obesus","T_Bigeye","Bigeye Tuna"
"Bigeyetuna",1957,1632492,1627592,4900,0.301058250470634,619658,0.38,8.59,5322862.22,3.2642,"Bigeyetuna","Tuna","Thunnus","Thunnus obesus","T_Bigeye","Bigeye Tuna"
"Bigeyetuna",1958,1588122,1588102,20,0.00125936495262899,618418,0.39,8.35,5163790.3,3.2565,"Bigeyetuna","Tuna","Thunnus","Thunnus obesus","T_Bigeye","Bigeye Tuna"
"Bigeyetuna",1959,1318507,1318529,-22,-0.00166852606199788,572153,0.43,8.3,4748869.9,3.569,"Bigeyetuna","Tuna","Thunnus","Thunnus obesus","T_Bigeye","Bigeye Tuna"
"Bigeyetuna",1960,1264750,1264590,160,0.0126523220964898,570294,0.45,8.16,4653599.04,3.672,"Bigeyetuna","Tuna","Thunnus","Thunnus obesus","T_Bigeye","Bigeye Tuna"
"Bigeyetuna",1961,1037381,1037365,16,0.00154236936854434,507564,0.49,8.07,4096041.48,3.9543,"Bigeyetuna","Tuna","Thunnus","Thunnus obesus","T_Bigeye","Bigeye Tuna"
"Bigeyetuna",1962,1220778,1219677,1101,0.0902698009391011,598072,0.49,7.99,4778595.28,3.9151,"Bigeyetuna","Tuna","Thunnus","Thunnus obesus","T_Bigeye","Bigeye Tuna"
"Bigeyetuna",1963,948253,948057,196,0.0206738624365413,501725,0.53,7.89,3958610.25,4.1817,"Bigeyetuna","Tuna","Thunnus","Thunnus obesus","T_Bigeye","Bigeye Tuna"
"Bigeyetuna",1964,839485,839373,112,0.0133432931485764,493568,0.59,7.79,3844894.72,4.5961,"Bigeyetuna","Tuna","Thunnus","Thunnus obesus","T_Bigeye","Bigeye Tuna"
"Bigeyetuna",1965,773872,773828,44,0.0056860180815375,471067,0.61,7.66,3608373.22,4.6726,"Bigeyetuna","Tuna","Thunnus","Thunnus obesus","T_Bigeye","Bigeye Tuna"
"Bigeyetuna",1966,762594,762594,0,0,483150,0.63,7.45,3599467.5,4.6935,"Bigeyetuna","Tuna","Thunnus","Thunnus obesus","T_Bigeye","Bigeye Tuna"
"Bigeyetuna",1967,647081,645976,1105,0.171058986711581,475517,0.74,7.23,3437987.91,5.3502,"Bigeyetuna","Tuna","Thunnus","Thunnus obesus","T_Bigeye","Bigeye Tuna"
"Bigeyetuna",1968,563916,563916,0,0,498563,0.88,6.94,3460027.22,6.1072,"Bigeyetuna","Tuna","Thunnus","Thunnus obesus","T_Bigeye","Bigeye Tuna"
"Bigeyetuna",1969,709802,709762,40,0.00563569196434861,673461,0.95,6.58,4431373.38,6.251,"Bigeyetuna","Tuna","Thunnus","Thunnus obesus","T_Bigeye","Bigeye Tuna"
"Bigeyetuna",1970,476838,476753,85,0.0178289386747435,510014,1.07,6.22,3172287.08,6.6554,"Bigeyetuna","Tuna","Thunnus","Thunnus obesus","T_Bigeye","Bigeye Tuna"
"Bigeyetuna",1971,472598,472268,330,0.06987557912033,568124,1.2,5.96,3386019.04,7.152,"Bigeyetuna","Tuna","Thunnus","Thunnus obesus","T_Bigeye","Bigeye Tuna"
"Bigeyetuna",1972,504045,503760,285,0.056574559313959,683843,1.36,5.78,3952612.54,7.8608,"Bigeyetuna","Tuna","Thunnus","Thunnus obesus","T_Bigeye","Bigeye Tuna"
"Bigeyetuna",1973,408467,408640,-173,-0.0423355520751762,688285,1.68,5.44,3744270.4,9.1392,"Bigeyetuna","Tuna","Thunnus","Thunnus obesus","T_Bigeye","Bigeye Tuna"
"Bigeyetuna",1974,412922,412483,439,0.106428628573784,730814,1.77,4.9,3580988.6,8.673,"Bigeyetuna","Tuna","Thunnus","Thunnus obesus","T_Bigeye","Bigeye Tuna"
"Bigeyetuna",1975,346542,342968,3574,1.04207972755476,673419,1.96,4.49,3023651.31,8.8004,"Bigeyetuna","Tuna","Thunnus","Thunnus obesus","T_Bigeye","Bigeye Tuna"
"Bigeyetuna",1976,431700,431479,221,0.0512191786854053,820893,1.9,4.24,3480586.32,8.056,"Bigeyetuna","Tuna","Thunnus","Thunnus obesus","T_Bigeye","Bigeye Tuna"
"Bigeyetuna",1977,530498,530100,398,0.07508017355216,1099442,2.07,3.98,4375779.16,8.2386,"Bigeyetuna","Tuna","Thunnus","Thunnus obesus","T_Bigeye","Bigeye Tuna"
"Bigeyetuna",1978,432882,432490,392,0.0906379338250595,1216187,2.81,3.7,4499891.9,10.397,"Bigeyetuna","Tuna","Thunnus","Thunnus obesus","T_Bigeye","Bigeye Tuna"
"Bigeyetuna",1979,185800,185606,194,0.104522483109382,629600,3.39,3.33,2096568,11.2887,"Bigeyetuna","Tuna","Thunnus","Thunnus obesus","T_Bigeye","Bigeye Tuna"
"Bigeyetuna",1980,11090,10039,1051,10.4691702360793,21115,2.1,2.93,61866.95,6.153,"Bigeyetuna","Tuna","Thunnus","Thunnus obesus","T_Bigeye","Bigeye Tuna"
"Bigeyetuna",1981,29595,29339,256,0.872558710249156,77677,2.65,2.66,206620.82,7.049,"Bigeyetuna","Tuna","Thunnus","Thunnus obesus","T_Bigeye","Bigeye Tuna"
"Bigeyetuna",1982,71771,70489,1282,1.8187234887713,185522,2.63,2.5,463805,6.575,"Bigeyetuna","Tuna","Thunnus","Thunnus obesus","T_Bigeye","Bigeye Tuna"
"Bigeyetuna",1983,264356,264024,332,0.125746144289913,621214,2.35,2.42,1503337.88,5.687,"Bigeyetuna","Tuna","Thunnus","Thunnus obesus","T_Bigeye","Bigeye Tuna"
"Bigeyetuna",1984,122997,121439,1558,1.28294864088143,287828,2.37,2.32,667760.96,5.4984,"Bigeyetuna","Tuna","Thunnus","Thunnus obesus","T_Bigeye","Bigeye Tuna"
"Bigeyetuna",1985,170647,169288,1359,0.802773970984358,418293,2.47,2.24,936976.32,5.5328,"Bigeyetuna","Tuna","Thunnus","Thunnus obesus","T_Bigeye","Bigeye Tuna"
"Bigeyetuna",1986,233750,280444,-46694,-16.6500263867296,621918,2.22,2.2,1368219.6,4.884,"Bigeyetuna","Tuna","Thunnus","Thunnus obesus","T_Bigeye","Bigeye Tuna"
"Bigeyetuna",1987,168661,164531,4130,2.51016525761103,583847,3.55,2.13,1243594.11,7.5615,"Bigeyetuna","Tuna","Thunnus","Thunnus obesus","T_Bigeye","Bigeye Tuna"
"Bigeyetuna",1988,299390,287935,11455,3.97832844218313,1027162,3.57,2.04,2095410.48,7.2828,"Bigeyetuna","Tuna","Thunnus","Thunnus obesus","T_Bigeye","Bigeye Tuna"
"Bigeyetuna",1989,1542792,1532501,10291,0.671516690690577,5172943,3.38,1.95,10087238.85,6.591,"Bigeyetuna","Tuna","Thunnus","Thunnus obesus","T_Bigeye","Bigeye Tuna"
"Bigeyetuna",1990,2541091,2500925,40166,1.60604576306766,8684869,3.47,1.85,16067007.65,6.4195,"Bigeyetuna","Tuna","Thunnus","Thunnus obesus","T_Bigeye","Bigeye Tuna"
"Bigeyetuna",1991,3145200,3112817,32383,1.04031171764996,11151579,3.58,1.77,19738294.83,6.3366,"Bigeyetuna","Tuna","Thunnus","Thunnus obesus","T_Bigeye","Bigeye Tuna"
"Bigeyetuna",1992,2914231,2894358,19873,0.686611676924555,10481625,3.62,1.72,18028395,6.2264,"Bigeyetuna","Tuna","Thunnus","Thunnus obesus","T_Bigeye","Bigeye Tuna"
"Bigeyetuna",1993,3917134,3896903,20231,0.519155852737417,13397573,3.44,1.67,22373946.91,5.7448,"Bigeyetuna","Tuna","Thunnus","Thunnus obesus","T_Bigeye","Bigeye Tuna"
"Bigeyetuna",1994,3877160,3817338,59822,1.56711299863937,14196679,3.72,1.63,23140586.77,6.0636,"Bigeyetuna","Tuna","Thunnus","Thunnus obesus","T_Bigeye","Bigeye Tuna"
"Bigeyetuna",1995,4037293,3998675,38618,0.965769911283113,13414423,3.35,1.58,21194788.34,5.293,"Bigeyetuna","Tuna","Thunnus","Thunnus obesus","T_Bigeye","Bigeye Tuna"
"Bigeyetuna",1996,3714233,3694994,19239,0.520677435470802,12734276,3.45,1.54,19610785.04,5.313,"Bigeyetuna","Tuna","Thunnus","Thunnus obesus","T_Bigeye","Bigeye Tuna"
"Bigeyetuna",1997,4633816,4573868,59948,1.31066309740465,14097407,3.08,1.5,21146110.5,4.62,"Bigeyetuna","Tuna","Thunnus","Thunnus obesus","T_Bigeye","Bigeye Tuna"
"Bigeyetuna",1998,6919164,6869325,49839,0.725529800962977,19230166,2.8,1.48,28460645.68,4.144,"Bigeyetuna","Tuna","Thunnus","Thunnus obesus","T_Bigeye","Bigeye Tuna"
"Bigeyetuna",1999,5553881,5517710,36171,0.655543694757426,18247372,3.31,1.45,26458689.4,4.7995,"Bigeyetuna","Tuna","Thunnus","Thunnus obesus","T_Bigeye","Bigeye Tuna"
"Bigeyetuna",2000,6672879,6642170,30709,0.462333845716084,22889305,3.45,1.4,32045027,4.83,"Bigeyetuna","Tuna","Thunnus","Thunnus obesus","T_Bigeye","Bigeye Tuna"
"Bigeyetuna",2001,6097833,6097833,0,0,19018820,3.12,1.36,25865595.2,4.2432,"Bigeyetuna","Tuna","Thunnus","Thunnus obesus","T_Bigeye","Bigeye Tuna"
"Bigeyetuna",2002,10814925,10640864,174061,1.6357788239752,28480109,2.68,1.34,38163346.06,3.5912,"Bigeyetuna","Tuna","Thunnus","Thunnus obesus","T_Bigeye","Bigeye Tuna"
"Bigeyetuna",2003,8375936,8270791,105145,1.27128106610359,25784172,3.12,1.31,33777265.32,4.0872,"Bigeyetuna","Tuna","Thunnus","Thunnus obesus","T_Bigeye","Bigeye Tuna"
"Bigeyetuna",2004,10408085,9838225,569860,5.79230501436997,28732379,2.92,1.28,36777445.12,3.7376,"Bigeyetuna","Tuna","Thunnus","Thunnus obesus","T_Bigeye","Bigeye Tuna"
"Bigeyetuna",2005,11866843,10934526,932317,8.52635953309727,36058686,3.3,1.24,44712770.64,4.092,"Bigeyetuna","Tuna","Thunnus","Thunnus obesus","T_Bigeye","Bigeye Tuna"
"Bigeyetuna",2006,10580304,9965916,614388,6.16489241932202,33665935,3.38,1.2,40399122,4.056,"Bigeyetuna","Tuna","Thunnus","Thunnus obesus","T_Bigeye","Bigeye Tuna"
"Bigeyetuna",2007,13621299,12881477,739822,5.74330102052738,41992494,3.26,1.16,48711293.04,3.7816,"Bigeyetuna","Tuna","Thunnus","Thunnus obesus","T_Bigeye","Bigeye Tuna"
"Bigeyetuna",2008,13773668,13382891,390777,2.91997446590576,49701652,3.71,1.12,55665850.24,4.1552,"Bigeyetuna","Tuna","Thunnus","Thunnus obesus","T_Bigeye","Bigeye Tuna"
"Bigeyetuna",2009,10973174,10757678,215496,2.00318321481643,39378277,3.66,1.13,44497453.01,4.1358,"Bigeyetuna","Tuna","Thunnus","Thunnus obesus","T_Bigeye","Bigeye Tuna"
"Bigeyetuna",2010,13308733,13095544,213189,1.62795069834441,50965276,3.89,1.11,56571456.36,4.3179,"Bigeyetuna","Tuna","Thunnus","Thunnus obesus","T_Bigeye","Bigeye Tuna"
"Bigeyetuna",2011,13135008,12883845,251163,1.94944133525357,53091060,4.12,1.07,56807434.2,4.4084,"Bigeyetuna","Tuna","Thunnus","Thunnus obesus","T_Bigeye","Bigeye Tuna"
"Bigeyetuna",2012,14417241,13966891,450350,3.22441121649764,64648558,4.63,1.05,67880985.9,4.8615,"Bigeyetuna","Tuna","Thunnus","Thunnus obesus","T_Bigeye","Bigeye Tuna"
"Bigeyetuna",2013,15864996,15689465,175531,1.11878257161732,66043177,4.21,1.04,68684904.08,4.3784,"Bigeyetuna","Tuna","Thunnus","Thunnus obesus","T_Bigeye","Bigeye Tuna"
"Bigeyetuna",2014,16421606,15947545,474061,2.97262682124427,60668484,3.8,1.02,61881853.68,3.876,"Bigeyetuna","Tuna","Thunnus","Thunnus obesus","T_Bigeye","Bigeye Tuna"
"Bigeyetuna",2015,19731312,18740292,991020,5.28817800704493,70845432,3.78,1,70845432,3.78,"Bigeyetuna","Tuna","Thunnus","Thunnus obesus","T_Bigeye","Bigeye Tuna"
"Blackmarlin",1948,NA,NA,NA,NA,NA,NA,9.83,NA,NA,"Blackmarlin","Billfishes","Istiompax","Istiompax indica","B_BlkMar","Black marlin"
"Blackmarlin",1949,NA,NA,NA,NA,NA,NA,9.96,NA,NA,"Blackmarlin","Billfishes","Istiompax","Istiompax indica","B_BlkMar","Black marlin"
"Blackmarlin",1950,11376,11376,0,0,2065,0.18,9.83,20298.95,1.7694,"Blackmarlin","Billfishes","Istiompax","Istiompax indica","B_BlkMar","Black marlin"
"Blackmarlin",1951,9941,9941,0,0,2826,0.28,9.12,25773.12,2.5536,"Blackmarlin","Billfishes","Istiompax","Istiompax indica","B_BlkMar","Black marlin"
"Blackmarlin",1952,8247,7920,327,4.12878787878788,2359,0.3,8.94,21089.46,2.682,"Blackmarlin","Billfishes","Istiompax","Istiompax indica","B_BlkMar","Black marlin"
"Blackmarlin",1953,10118,9951,167,1.67822329414129,2107,0.21,8.88,18710.16,1.8648,"Blackmarlin","Billfishes","Istiompax","Istiompax indica","B_BlkMar","Black marlin"
