"Species","Caught","Sold","Value","PricePerLb","Year","InflAdj","AdjValue","AdjPricePerLb"
"Damselfishes",2283,2277,769,0.34,1966,7.45,5729.05,2.533
"Damselfishes",1634,1625,700,0.43,1967,7.23,5061,3.1089
"Damselfishes",1508,1492,393,0.26,1968,6.94,2727.42,1.8044
"Damselfishes",1909,1817,741,0.41,1969,6.58,4875.78,2.6978
"Damselfishes",1129,1091,474,0.43,1970,6.22,2948.28,2.6746
"Damselfishes",1575,1479,965,0.65,1971,5.96,5751.4,3.874
"Damselfishes",1747,1709,1025,0.6,1972,5.78,5924.5,3.468
"Damselfishes",2593,2553,1525,0.6,1973,5.44,8296,3.264
"Damselfishes",1488,1193,862,0.72,1974,4.9,4223.8,3.528
"Damselfishes",1661,1460,1230,0.84,1975,4.49,5522.7,3.7716
"Damselfishes",3742,3648,3743,1.03,1976,4.24,15870.32,4.3672
"Damselfishes",2810,2630,2432,0.92,1977,3.98,9679.36,3.6616
"Damselfishes",3708,3615,3679,1.02,1978,3.7,13612.3,3.774
"Damselfishes",2244,2138,2287,1.07,1979,3.33,7615.71,3.5631
"Damselfishes",2106,2071,2186,1.06,1980,2.93,6404.98,3.1058
"Damselfishes",2598,2509,2304,0.92,1981,2.66,6128.64,2.4472
"Damselfishes",1446,1397,1150,0.82,1982,2.5,2875,2.05
"Damselfishes",3033,2952,3494,1.18,1983,2.42,8455.48,2.8556
"Damselfishes",1390,1375,1699,1.24,1984,2.32,3941.68,2.8768
"Damselfishes",1444,1421,1669,1.18,1985,2.24,3738.56,2.6432
"Damselfishes",2170,2164,2751,1.27,1986,2.2,6052.2,2.794
"Damselfishes",1178,1121,1448,1.29,1987,2.13,3084.24,2.7477
"Damselfishes",755,709,914,1.29,1988,2.04,1864.56,2.6316
"Damselfishes",1136,1100,1778,1.62,1989,1.95,3467.1,3.159
"Damselfishes",756,730,1025,1.4,1990,1.85,1896.25,2.59
"Damselfishes",1072,931,1645,1.77,1991,1.77,2911.65,3.1329
"Damselfishes",2729,2664,4608,1.73,1992,1.72,7925.76,2.9756
"Damselfishes",1952,1898,3294,1.74,1993,1.67,5500.98,2.9058
"Damselfishes",1169,1071,1933,1.81,1994,1.63,3150.79,2.9503
"Damselfishes",2572,2539,4938,1.95,1995,1.58,7802.04,3.081
"Damselfishes",1807,1769,3218,1.82,1996,1.54,4955.72,2.8028
"Damselfishes",1955,1910,3497,1.83,1997,1.5,5245.5,2.745
"Damselfishes",1751,1723,3183,1.85,1998,1.48,4710.84,2.738
"Damselfishes",1101,1097,2062,1.88,1999,1.45,2989.9,2.726
"Damselfishes",771,481,1034,2.15,2000,1.4,1447.6,3.01
"Damselfishes",2019,1590,3210,2.02,2001,1.36,4365.6,2.7472
"Damselfishes",1675,1069,1954,1.83,2002,1.34,2618.36,2.4522
"Damselfishes",1023,877,1964,2.24,2003,1.31,2572.84,2.9344
"Damselfishes",1924,1713,4422,2.58,2004,1.28,5660.16,3.3024
"Damselfishes",2222,1325,3481,2.63,2005,1.24,4316.44,3.2612
"Damselfishes",2210,1256,3214,2.56,2006,1.2,3856.8,3.072
"Damselfishes",1546,1384,3597,2.6,2007,1.16,4172.52,3.016
"Damselfishes",2085,1590,4787,3.01,2008,1.12,5361.44,3.3712
"Damselfishes",2452,2377,7183,3.02,2009,1.13,8116.79,3.4126
"Damselfishes",2942,2825,9181,3.25,2010,1.11,10190.91,3.6075
"Damselfishes",2589,2521,7700,3.05,2011,1.07,8239,3.2635
"Damselfishes",3110,2591,7795,3.01,2012,1.05,8184.75,3.1605
"Damselfishes",2576,2516,8243,3.28,2013,1.04,8572.72,3.4112
"Damselfishes",1014,860,2875,3.34,2014,1.02,2932.5,3.4068
"Damselfishes",960,888,2850,3.21,2015,1,2850,3.21
"Dobeulua",-99999,-99999,-99999,-99999,1948,9.83,-99999,-99999
"Dobeulua",-99999,-99999,-99999,-99999,1949,9.96,-99999,-99999
"Dobeulua",-99999,-99999,-99999,-99999,1950,9.83,-99999,-99999
"Dobeulua",-99999,-99999,-99999,-99999,1951,9.12,-99999,-99999
"Dobeulua",-99999,-99999,-99999,-99999,1952,8.94,-99999,-99999
"Dobeulua",-99999,-99999,-99999,-99999,1953,8.88,-99999,-99999
"Dobeulua",-99999,-99999,-99999,-99999,1954,8.98,-99999,-99999
"Dobeulua",-99999,-99999,-99999,-99999,1955,9.01,-99999,-99999
"Dobeulua",-99999,-99999,-99999,-99999,1956,8.88,-99999,-99999
"Dobeulua",-99999,-99999,-99999,-99999,1957,8.59,-99999,-99999
"Dobeulua",-99999,-99999,-99999,-99999,1958,8.35,-99999,-99999
"Dobeulua",-99999,-99999,-99999,-99999,1959,8.3,-99999,-99999
"Dobeulua",-99999,-99999,-99999,-99999,1960,8.16,-99999,-99999
"Dobeulua",-99999,-99999,-99999,-99999,1961,8.07,-99999,-99999
"Dobeulua",-99999,-99999,-99999,-99999,1962,7.99,-99999,-99999
"Dobeulua",-99999,-99999,-99999,-99999,1963,7.89,-99999,-99999
"Dobeulua",-99999,-99999,-99999,-99999,1964,7.79,-99999,-99999
"Dobeulua",-99999,-99999,-99999,-99999,1965,7.66,-99999,-99999
"Dobeulua",-99999,-99999,-99999,-99999,1966,7.45,-99999,-99999
"Dobeulua",-99999,-99999,-99999,-99999,1967,7.23,-99999,-99999
"Dobeulua",-99999,-99999,-99999,-99999,1968,6.94,-99999,-99999
"Dobeulua",-99999,-99999,-99999,-99999,1969,6.58,-99999,-99999
"Dobeulua",-99999,-99999,-99999,-99999,1970,6.22,-99999,-99999
"Dobeulua",-99999,-99999,-99999,-99999,1971,5.96,-99999,-99999
"Dobeulua",-99999,-99999,-99999,-99999,1972,5.78,-99999,-99999
"Dobeulua",-99999,-99999,-99999,-99999,1973,5.44,-99999,-99999
"Dobeulua",-99999,-99999,-99999,-99999,1974,4.9,-99999,-99999
"Dobeulua",-99999,-99999,-99999,-99999,1975,4.49,-99999,-99999
"Dobeulua",-99999,-99999,-99999,-99999,1976,4.24,-99999,-99999
"Dobeulua",-99999,-99999,-99999,-99999,1977,3.98,-99999,-99999
"Dobeulua",-99999,-99999,-99999,-99999,1978,3.7,-99999,-99999
"Dobeulua",-99999,-99999,-99999,-99999,1979,3.33,-99999,-99999
"Dobeulua",-99999,-99999,-99999,-99999,1980,2.93,-99999,-99999
"Dobeulua",134,134,172,1.29,1981,2.66,457.52,3.4314
"Dobeulua",1422,1397,1923,1.38,1982,2.5,4807.5,3.45
"Dobeulua",349,338,423,1.25,1983,2.42,1023.66,3.025
"Dobeulua",1653,1638,2423,1.48,1984,2.32,5621.36,3.4336
"Dobeulua",2703,2667,3981,1.49,1985,2.24,8917.44,3.3376
"Dobeulua",2265,2188,2669,1.22,1986,2.2,5871.8,2.684
"Dobeulua",2897,2627,4172,1.59,1987,2.13,8886.36,3.3867
"Dobeulua",3617,3347,4854,1.45,1988,2.04,9902.16,2.958
"Dobeulua",362,332,325,0.98,1989,1.95,633.75,1.911
"Dobeulua",563,563,787,1.4,1990,1.85,1455.95,2.59
"Dobeulua",153,71,106,1.5,1991,1.77,187.62,2.655
"Dobeulua",78,72,111,1.54,1992,1.72,190.92,2.6488
"Dobeulua",98,98,189,1.93,1993,1.67,315.63,3.2231
"Dobeulua",183,183,240,1.31,1994,1.63,391.2,2.1353
"Dobeulua",85,85,164,1.93,1995,1.58,259.12,3.0494
"Dobeulua",1299,1234,2143,1.74,1996,1.54,3300.22,2.6796
"Dobeulua",190,190,268,1.41,1997,1.5,402,2.115
"Dobeulua",4125,4125,6912,1.68,1998,1.48,10229.76,2.4864
"Dobeulua",1832,1809,3263,1.8,1999,1.45,4731.35,2.61
"Dobeulua",1484,1275,2257,1.77,2000,1.4,3159.8,2.478
"Dobeulua",2342,2324,4004,1.72,2001,1.36,5445.44,2.3392
"Dobeulua",612,428,665,1.55,2002,1.34,891.1,2.077
"Dobeulua",15864,3908,6892,1.76,2003,1.31,9028.52,2.3056
"Dobeulua",10685,3523,6127,1.74,2004,1.28,7842.56,2.2272
"Dobeulua",130,130,426,3.26,2005,1.24,528.24,4.0424
"Dobeulua",1368,438,1293,2.95,2006,1.2,1551.6,3.54
"Dobeulua",55,31,84,2.73,2007,1.16,97.44,3.1668
"Dobeulua",282,108,221,2.03,2008,1.12,247.52,2.2736
"Dobeulua",5198,4081,5681,1.39,2009,1.13,6419.53,1.5707
"Dobeulua",2979,2629,4969,1.89,2010,1.11,5515.59,2.0979
"Dobeulua",1318,450,1099,2.44,2011,1.07,1175.93,2.6108
"Dobeulua",7873,5789,12598,2.18,2012,1.05,13227.9,2.289
"Dobeulua",3637,2905,7417,2.55,2013,1.04,7713.68,2.652
"Dobeulua",4246,2197,6030,2.74,2014,1.02,6150.6,2.7948
"Dobeulua",2433,2391,6428,2.69,2015,1,6428,2.69
"Eels",19858,19835,2016,0.1,1948,9.83,19817.28,0.983
"Eels",17476,17403,2096,0.12,1949,9.96,20876.16,1.1952
"Eels",13146,13092,1154,0.09,1950,9.83,11343.82,0.8847
"Eels",14567,14542,1456,0.1,1951,9.12,13278.72,0.912
"Eels",14986,14983,1595,0.11,1952,8.94,14259.3,0.9834
"Eels",7627,7627,936,0.12,1953,8.88,8311.68,1.0656
"Eels",11392,11401,1111,0.1,1954,8.98,9976.78,0.898
"Eels",6880,6880,805,0.12,1955,9.01,7253.05,1.0812
"Eels",7316,7281,829,0.11,1956,8.88,7361.52,0.9768
"Eels",4635,4450,586,0.13,1957,8.59,5033.74,1.1167
"Eels",5081,4961,649,0.13,1958,8.35,5419.15,1.0855
"Eels",3600,3600,559,0.16,1959,8.3,4639.7,1.328
"Eels",5953,5813,835,0.14,1960,8.16,6813.6,1.1424
"Eels",7769,7762,1220,0.16,1961,8.07,9845.4,1.2912
"Eels",7339,7014,975,0.14,1962,7.99,7790.25,1.1186
"Eels",6122,6072,621,0.1,1963,7.89,4899.69,0.789
"Eels",6198,6007,526,0.09,1964,7.79,4097.54,0.7011
"Eels",2521,2425,229,0.09,1965,7.66,1754.14,0.6894
"Eels",3325,3255,304,0.09,1966,7.45,2264.8,0.6705
"Eels",4423,4356,383,0.09,1967,7.23,2769.09,0.6507
"Eels",3883,3780,281,0.07,1968,6.94,1950.14,0.4858
"Eels",7223,7174,639,0.09,1969,6.58,4204.62,0.5922
"Eels",7634,7524,643,0.09,1970,6.22,3999.46,0.5598
"Eels",8413,8252,679,0.08,1971,5.96,4046.84,0.4768
"Eels",8586,8328,763,0.09,1972,5.78,4410.14,0.5202
"Eels",5441,5232,651,0.12,1973,5.44,3541.44,0.6528
"Eels",5543,5297,706,0.13,1974,4.9,3459.4,0.637
"Eels",4540,3292,540,0.16,1975,4.49,2424.6,0.7184
"Eels",6507,6356,1721,0.27,1976,4.24,7297.04,1.1448
"Eels",7072,6695,2290,0.34,1977,3.98,9114.2,1.3532
"Eels",6972,6725,2226,0.33,1978,3.7,8236.2,1.221
"Eels",7908,7882,2951,0.37,1979,3.33,9826.83,1.2321
"Eels",8098,8011,2436,0.3,1980,2.93,7137.48,0.879
"Eels",4595,4484,1606,0.36,1981,2.66,4271.96,0.9576
"Eels",3862,3782,1255,0.33,1982,2.5,3137.5,0.825
"Eels",4757,4725,2131,0.45,1983,2.42,5157.02,1.089
"Eels",4675,4366,1632,0.37,1984,2.32,3786.24,0.8584
"Eels",1531,1419,626,0.44,1985,2.24,1402.24,0.9856
"Eels",871,763,449,0.59,1986,2.2,987.8,1.298
"Eels",886,837,523,0.63,1987,2.13,1113.99,1.3419
"Eels",1469,1415,758,0.54,1988,2.04,1546.32,1.1016
"Eels",754,735,459,0.62,1989,1.95,895.05,1.209
"Eels",907,871,606,0.7,1990,1.85,1121.1,1.295
"Eels",372,343,250,0.73,1991,1.77,442.5,1.2921
"Eels",521,490,947,1.93,1992,1.72,1628.84,3.3196
"Eels",113,102,86,0.84,1993,1.67,143.62,1.4028
"Eels",986,875,814,0.93,1994,1.63,1326.82,1.5159
"Eels",1184,1081,1341,1.24,1995,1.58,2118.78,1.9592
"Eels",1002,900,743,0.83,1996,1.54,1144.22,1.2782
"Eels",882,829,670,0.81,1997,1.5,1005,1.215
"Eels",485,345,295,0.86,1998,1.48,436.6,1.2728
"Eels",365,351,569,1.62,1999,1.45,825.05,2.349
"Eels",621,429,539,1.26,2000,1.4,754.6,1.764
"Eels",378,134,139,1.04,2001,1.36,189.04,1.4144
"Eels",805,767,965,1.26,2002,1.34,1293.1,1.6884
"Eels",921,921,1021,1.11,2003,1.31,1337.51,1.4541
"Eels",763,757,794,1.05,2004,1.28,1016.32,1.344
"Eels",694,680,713,1.05,2005,1.24,884.12,1.302
"Eels",932,932,1047,1.12,2006,1.2,1256.4,1.344
"Eels",1973,1973,2052,1.04,2007,1.16,2380.32,1.2064
"Eels",739,604,621,1.03,2008,1.12,695.52,1.1536
"Eels",1985,1588,1634,1.03,2009,1.13,1846.42,1.1639
"Eels",2115,720,890,1.24,2010,1.11,987.9,1.3764
"Eels",1586,490,569,1.16,2011,1.07,608.83,1.2412
"Eels",1552,396,433,1.09,2012,1.05,454.65,1.1445
"Eels",2089,847,1096,1.29,2013,1.04,1139.84,1.3416
"Eels",2607,986,1357,1.38,2014,1.02,1384.14,1.4076
"Eels",673,410,596,1.45,2015,1,596,1.45
"Ehu(redsnapper)",108737,107888,71693,0.66,1948,9.83,704742.19,6.4878
"Ehu(redsnapper)",119723,118600,75353,0.64,1949,9.96,750515.88,6.3744
"Ehu(redsnapper)",85384,84503,48243,0.57,1950,9.83,474228.69,5.6031
"Ehu(redsnapper)",61441,61055,37520,0.61,1951,9.12,342182.4,5.5632
"Ehu(redsnapper)",57529,57434,39264,0.68,1952,8.94,351020.16,6.0792
"Ehu(redsnapper)",48251,49021,35044,0.71,1953,8.88,311190.72,6.3048
"Ehu(redsnapper)",33745,33613,23307,0.69,1954,8.98,209296.86,6.1962
"Ehu(redsnapper)",39175,39046,27617,0.71,1955,9.01,248829.17,6.3971
"Ehu(redsnapper)",50100,50041,34551,0.69,1956,8.88,306812.88,6.1272
"Ehu(redsnapper)",32385,32324,25128,0.78,1957,8.59,215849.52,6.7002
"Ehu(redsnapper)",23293,24281,18172,0.75,1958,8.35,151736.2,6.2625
"Ehu(redsnapper)",23317,23305,20130,0.86,1959,8.3,167079,7.138
"Ehu(redsnapper)",17977,17952,14710,0.82,1960,8.16,120033.6,6.6912
"Ehu(redsnapper)",12822,12796,11170,0.87,1961,8.07,90141.9,7.0209
"Ehu(redsnapper)",23588,23407,17594,0.75,1962,7.99,140576.06,5.9925
"Ehu(redsnapper)",28066,27760,21238,0.77,1963,7.89,167567.82,6.0753
"Ehu(redsnapper)",23312,23067,18885,0.82,1964,7.79,147114.15,6.3878
"Ehu(redsnapper)",19856,19659,14999,0.76,1965,7.66,114892.34,5.8216
"Ehu(redsnapper)",19587,19191,14864,0.77,1966,7.45,110736.8,5.7365
"Ehu(redsnapper)",16046,15620,13677,0.88,1967,7.23,98884.71,6.3624
"Ehu(redsnapper)",22886,22593,20389,0.9,1968,6.94,141499.66,6.246
"Ehu(redsnapper)",16602,16321,18561,1.14,1969,6.58,122131.38,7.5012
"Ehu(redsnapper)",16688,16458,20824,1.27,1970,6.22,129525.28,7.8994
"Ehu(redsnapper)",21865,21073,27790,1.32,1971,5.96,165628.4,7.8672
"Ehu(redsnapper)",30234,29469,42099,1.43,1972,5.78,243332.22,8.2654
"Ehu(redsnapper)",22047,21035,31643,1.5,1973,5.44,172137.92,8.16
"Ehu(redsnapper)",26803,25235,38859,1.54,1974,4.9,190409.1,7.546
"Ehu(redsnapper)",31976,30337,51733,1.71,1975,4.49,232281.17,7.6779
"Ehu(redsnapper)",35714,33835,59916,1.77,1976,4.24,254043.84,7.5048
"Ehu(redsnapper)",31687,30601,61579,2.01,1977,3.98,245084.42,7.9998
"Ehu(redsnapper)",35314,33467,72135,2.16,1978,3.7,266899.5,7.992
"Ehu(redsnapper)",21819,20669,47787,2.31,1979,3.33,159130.71,7.6923
"Ehu(redsnapper)",18350,16245,38281,2.36,1980,2.93,112163.33,6.9148
"Ehu(redsnapper)",22104,20835,52306,2.51,1981,2.66,139133.96,6.6766
"Ehu(redsnapper)",25555,24203,63067,2.61,1982,2.5,157667.5,6.525
"Ehu(redsnapper)",39144,37297,109982,2.95,1983,2.42,266156.44,7.139
"Ehu(redsnapper)",37261,34750,92068,2.65,1984,2.32,213597.76,6.148
"Ehu(redsnapper)",70052,66309,185285,2.79,1985,2.24,415038.4,6.2496
"Ehu(redsnapper)",60423,57269,162216,2.83,1986,2.2,356875.2,6.226
"Ehu(redsnapper)",54889,53123,168741,3.18,1987,2.13,359418.33,6.7734
"Ehu(redsnapper)",51239,49461,162801,3.29,1988,2.04,332114.04,6.7116
"Ehu(redsnapper)",48137,45670,153728,3.37,1989,1.95,299769.6,6.5715
"Ehu(redsnapper)",55441,53375,200909,3.76,1990,1.85,371681.65,6.956
"Ehu(redsnapper)",46889,43060,153342,3.56,1991,1.77,271415.34,6.3012
"Ehu(redsnapper)",35692,33752,129144,3.83,1992,1.72,222127.68,6.5876
"Ehu(redsnapper)",33372,31631,130676,4.13,1993,1.67,218228.92,6.8971
"Ehu(redsnapper)",37488,35208,146759,4.17,1994,1.63,239217.17,6.7971
"Ehu(redsnapper)",27012,24512,108225,4.42,1995,1.58,170995.5,6.9836
"Ehu(redsnapper)",47381,44670,182799,4.09,1996,1.54,281510.46,6.2986
"Ehu(redsnapper)",42032,39236,150023,3.82,1997,1.5,225034.5,5.73
"Ehu(redsnapper)",41792,38600,138707,3.59,1998,1.48,205286.36,5.3132
"Ehu(redsnapper)",37848,34256,127513,3.72,1999,1.45,184893.85,5.394
"Ehu(redsnapper)",45349,43381,178085,4.11,2000,1.4,249319,5.754
"Ehu(redsnapper)",37925,35749,140279,3.92,2001,1.36,190779.44,5.3312
"Ehu(redsnapper)",30557,29369,122065,4.16,2002,1.34,163567.1,5.5744
"Ehu(redsnapper)",28669,27539,106922,3.88,2003,1.31,140067.82,5.0828
"Ehu(redsnapper)",37369,34864,144987,4.16,2004,1.28,185583.36,5.3248
"Ehu(redsnapper)",34326,28308,131860,4.66,2005,1.24,163506.4,5.7784
"Ehu(redsnapper)",23502,18405,93990,5.11,2006,1.2,112788,6.132
"Ehu(redsnapper)",22076,16466,84002,5.1,2007,1.16,97442.32,5.916
"Ehu(redsnapper)",23839,15300,77900,5.09,2008,1.12,87248,5.7008
"Ehu(redsnapper)",32759,22118,121366,5.49,2009,1.13,137143.58,6.2037
"Ehu(redsnapper)",27156,19559,109783,5.61,2010,1.11,121859.13,6.2271
"Ehu(redsnapper)",20752,15156,81654,5.39,2011,1.07,87369.78,5.7673
"Ehu(redsnapper)",27994,20079,124595,6.21,2012,1.05,130824.75,6.5205
"Ehu(redsnapper)",32458,25644,149065,5.81,2013,1.04,155027.6,6.0424
"Ehu(redsnapper)",28419,22562,136409,6.05,2014,1.02,139137.18,6.171
"Ehu(redsnapper)",31340,26007,159177,6.12,2015,1,159177,6.12
"Filefishes",503,503,365,0.73,1948,9.83,3587.95,7.1759
"Filefishes",436,436,313,0.72,1949,9.96,3117.48,7.1712
"Filefishes",735,735,452,0.62,1950,9.83,4443.16,6.0946
"Filefishes",546,546,347,0.64,1951,9.12,3164.64,5.8368
"Filefishes",469,469,295,0.63,1952,8.94,2637.3,5.6322
"Filefishes",636,636,368,0.58,1953,8.88,3267.84,5.1504
"Filefishes",406,406,212,0.52,1954,8.98,1903.76,4.6696
"Filefishes",852,852,436,0.51,1955,9.01,3928.36,4.5951
"Filefishes",715,715,376,0.53,1956,8.88,3338.88,4.7064
"Filefishes",631,631,302,0.48,1957,8.59,2594.18,4.1232
"Filefishes",687,687,327,0.48,1958,8.35,2730.45,4.008
"Filefishes",534,534,286,0.54,1959,8.3,2373.8,4.482
"Filefishes",715,715,387,0.54,1960,8.16,3157.92,4.4064
"Filefishes",429,429,240,0.56,1961,8.07,1936.8,4.5192
"Filefishes",333,333,154,0.46,1962,7.99,1230.46,3.6754
"Filefishes",55,55,25,0.46,1963,7.89,197.25,3.6294
"Filefishes",237,237,92,0.39,1964,7.79,716.68,3.0381
"Filefishes",180,180,70,0.39,1965,7.66,536.2,2.9874
"Filefishes",271,271,138,0.51,1966,7.45,1028.1,3.7995
"Filefishes",130,130,68,0.53,1967,7.23,491.64,3.8319
"Filefishes",185,185,91,0.5,1968,6.94,631.54,3.47
"Filefishes",223,223,127,0.57,1969,6.58,835.66,3.7506
"Filefishes",189,189,145,0.77,1970,6.22,901.9,4.7894
"Filefishes",150,150,101,0.68,1971,5.96,601.96,4.0528
"Filefishes",108,108,77,0.72,1972,5.78,445.06,4.1616
"Filefishes",109,109,83,0.76,1973,5.44,451.52,4.1344
"Filefishes",20,20,16,0.83,1974,4.9,78.4,4.067
"Filefishes",97,97,80,0.83,1975,4.49,359.2,3.7267
"Filefishes",347,347,316,0.91,1976,4.24,1339.84,3.8584
"Filefishes",882,867,824,0.95,1977,3.98,3279.52,3.781
"Filefishes",1945,1937,1850,0.96,1978,3.7,6845,3.552
"Filefishes",2968,2968,2413,0.81,1979,3.33,8035.29,2.6973
"Filefishes",1685,1647,1404,0.85,1980,2.93,4113.72,2.4905
"Filefishes",2994,2977,2589,0.87,1981,2.66,6886.74,2.3142
"Filefishes",3634,3556,2783,0.78,1982,2.5,6957.5,1.95
"Filefishes",907,895,540,0.6,1983,2.42,1306.8,1.452
"Filefishes",1440,1376,922,0.67,1984,2.32,2139.04,1.5544
"Filefishes",1138,1106,786,0.71,1985,2.24,1760.64,1.5904
"Filefishes",402,401,243,0.61,1986,2.2,534.6,1.342
"Filefishes",1162,1081,902,0.83,1987,2.13,1921.26,1.7679
"Filefishes",335,313,226,0.72,1988,2.04,461.04,1.4688
"Filefishes",519,370,483,1.31,1989,1.95,941.85,2.5545
"Filefishes",715,532,1059,1.99,1990,1.85,1959.15,3.6815
"Filefishes",707,637,1265,1.99,1991,1.77,2239.05,3.5223
"Filefishes",402,363,784,2.16,1992,1.72,1348.48,3.7152
"Filefishes",386,376,545,1.45,1993,1.67,910.15,2.4215
"Filefishes",378,295,493,1.67,1994,1.63,803.59,2.7221
"Filefishes",340,325,418,1.29,1995,1.58,660.44,2.0382
"Filefishes",2147,2059,3629,1.76,1996,1.54,5588.66,2.7104
"Filefishes",2374,2210,4318,1.95,1997,1.5,6477,2.925
"Filefishes",2105,2072,4026,1.94,1998,1.48,5958.48,2.8712
"Filefishes",12725,12712,14793,1.16,1999,1.45,21449.85,1.682
"Filefishes",25631,15,13,0.84,2000,1.4,18.2,1.176
"Filefishes",7064,806,846,1.05,2001,1.36,1150.56,1.428
"Filefishes",2351,2339,3177,1.36,2002,1.34,4257.18,1.8224
"Filefishes",2676,2648,3140,1.19,2003,1.31,4113.4,1.5589
"Filefishes",4402,1323,1544,1.17,2004,1.28,1976.32,1.4976
"Filefishes",1416,1133,1697,1.5,2005,1.24,2104.28,1.86
"Filefishes",1549,1515,2906,1.92,2006,1.2,3487.2,2.304
"Filefishes",726,693,1231,1.78,2007,1.16,1427.96,2.0648
"Filefishes",608,583,641,1.1,2008,1.12,717.92,1.232
"Filefishes",1334,1290,1387,1.07,2009,1.13,1567.31,1.2091
"Filefishes",408,312,449,1.44,2010,1.11,498.39,1.5984
"Filefishes",714,565,769,1.36,2011,1.07,822.83,1.4552
"Filefishes",2743,1829,2081,1.14,2012,1.05,2185.05,1.197
"Filefishes",875,755,1138,1.51,2013,1.04,1183.52,1.5704
"Filefishes",1440,1180,2242,1.9,2014,1.02,2286.84,1.938
"Filefishes",775,714,1726,2.42,2015,1,1726,2.42
"Flounders",398,398,109,0.27,1948,9.83,1071.47,2.6541
"Flounders",230,230,135,0.59,1949,9.96,1344.6,5.8764
"Flounders",118,118,68,0.58,1950,9.83,668.44,5.7014
"Flounders",8,8,4,0.57,1951,9.12,36.48,5.1984
"Flounders",10,10,7,0.77,1952,8.94,62.58,6.8838
"Flounders",46,46,23,0.52,1953,8.88,204.24,4.6176
"Flounders",16,16,9,0.61,1954,8.98,80.82,5.4778
"Flounders",12,12,7,0.65,1955,9.01,63.07,5.8565
"Flounders",2,2,1,0.5,1956,8.88,8.88,4.44
"Flounders",70,70,36,0.52,1957,8.59,309.24,4.4668
"Flounders",26,26,17,0.66,1958,8.35,141.95,5.511
"Flounders",4,4,2,0.7,1959,8.3,16.6,5.81
"Flounders",54,46,31,0.68,1960,8.16,252.96,5.5488
"Flounders",12,12,9,0.79,1961,8.07,72.63,6.3753
"Flounders",90,90,62,0.69,1962,7.99,495.38,5.5131
"Flounders",94,94,14,0.16,1963,7.89,110.46,1.2624
"Flounders",4,4,3,0.78,1964,7.79,23.37,6.0762
"Flounders",16,16,11,0.69,1965,7.66,84.26,5.2854
"Flounders",18,18,10,0.6,1966,7.45,74.5,4.47
"Flounders",14,14,8,0.61,1967,7.23,57.84,4.4103
"Flounders",158,158,39,0.25,1968,6.94,270.66,1.735
"Flounders",76,76,73,0.97,1969,6.58,480.34,6.3826
"Flounders",14,14,9,0.69,1970,6.22,55.98,4.2918
"Flounders",-99999,-99999,-99999,-99999,1971,5.96,-99999,-99999
"Flounders",28,22,15,0.71,1972,5.78,86.7,4.1038
"Flounders",12,12,8,0.68,1973,5.44,43.52,3.6992
"Flounders",12,12,9,0.8,1974,4.9,44.1,3.92
"Flounders",30,30,24,0.82,1975,4.49,107.76,3.6818
"Flounders",44,38,37,0.99,1976,4.24,156.88,4.1976
"Flounders",128,68,27,0.4,1977,3.98,107.46,1.592
"Flounders",38,28,20,0.74,1978,3.7,74,2.738
"Flounders",86,52,49,0.95,1979,3.33,163.17,3.1635
"Flounders",48,44,37,0.85,1980,2.93,108.41,2.4905
"Flounders",22,22,18,0.83,1981,2.66,47.88,2.2078
"Flounders",126,116,364,3.14,1982,2.5,910,7.85
"Flounders",132,132,108,0.82,1983,2.42,261.36,1.9844
"Flounders",12,12,12,1,1984,2.32,27.84,2.32
"Flounders",46,36,33,0.93,1985,2.24,73.92,2.0832
"Flounders",28,28,31,1.13,1986,2.2,68.2,2.486
"Flounders",26,26,36,1.41,1987,2.13,76.68,3.0033
"Flounders",38,38,36,0.97,1988,2.04,73.44,1.9788
"Flounders",18,18,19,1.06,1989,1.95,37.05,2.067
"Flounders",36,36,35,0.99,1990,1.85,64.75,1.8315
"Flounders",336,336,722,2.15,1991,1.77,1277.94,3.8055
"Flounders",172,172,155,0.9,1992,1.72,266.6,1.548
"Flounders",90,68,93,1.37,1993,1.67,155.31,2.2879
"Flounders",126,120,156,1.3,1994,1.63,254.28,2.119
"Flounders",160,160,199,1.25,1995,1.58,314.42,1.975
"Flounders",62,62,75,1.21,1996,1.54,115.5,1.8634
"Flounders",96,94,89,0.95,1997,1.5,133.5,1.425
"Flounders",60,42,45,1.07,1998,1.48,66.6,1.5836
"Flounders",52,52,45,0.88,1999,1.45,65.25,1.276
"Flounders",78,53,49,0.92,2000,1.4,68.6,1.288
"Flounders",76,69,75,1.08,2001,1.36,102,1.4688
"Flounders",82,82,91,1.11,2002,1.34,121.94,1.4874
"Flounders",112,98,169,1.71,2003,1.31,221.39,2.2401
"Flounders",54,48,50,1.04,2004,1.28,64,1.3312
"Flounders",278,272,573,2.11,2005,1.24,710.52,2.6164
"Flounders",135,124,283,2.28,2006,1.2,339.6,2.736
"Flounders",90,70,89,1.27,2007,1.16,103.24,1.4732
"Flounders",46,31,61,1.96,2008,1.12,68.32,2.1952
"Flounders",62,46,78,1.68,2009,1.13,88.14,1.8984
"Flounders",43,37,62,1.67,2010,1.11,68.82,1.8537
"Flounders",83,34,63,1.84,2011,1.07,67.41,1.9688
"Flounders",40,33,67,2.03,2012,1.05,70.35,2.1315
